Lake;Date;Latitude;Longitude;Start_time;Gear_type;Gear_ID;Fishing_ID;Identifier;Species_ID;Intensity_class;Length;Abundance
Coeur;2022-07-15;45°58.072';74°00.885';17:01;Minnow_trap;N2;COEU_N_02;Juliane;PeFl;0;11;1
Coeur;2022-07-15;45°58.072';74°00.885';17:01;Minnow_trap;N2;COEU_N_02;Juliane;MiDo;0;3;2
Coeur;2022-07-15;45°58.072';74°00.885';17:01;Minnow_trap;N2;COEU_N_02;Juliane;MiDo;0;2;5
Coeur;2022-07-15;45°58.221';74°00.238';16:13;Minnow_trap;N3;COEU_N_03;NA;NA;NA;NA;0
Coeur;2022-07-15;45°57.948';74°00.579';16:48;Minnow_trap;N4;COEU_N_04;NA;NA;NA;NA;0
Coeur;2022-07-15;45°58.064';74°00.805';16:58;Minnow_trap;N5;COEU_N_05;NA;NA;NA;NA;0
Coeur;2022-07-15;45°58.008';74°00.582';16:51;Minnow_trap;N6;COEU_N_06;Juliane;LeGi;0;10;1
Coeur;2022-07-15;45°58.195';74°00.335';16:15;Minnow_trap;N7;COEU_N_07;NA;NA;NA;NA;0
Coeur;2022-07-15;45°58.275';74°00.480';17:15;Minnow_trap;N9;COEU_N_09;Juliane;LeGi;3;7;1
Coeur;2022-07-15;45°57.932';74°00.243';16:34;Minnow_trap;N11;COEU_N_11;Juliane;LeGi;0;4;1
Coeur;2022-07-15;45°58.216';74°00.509';16:18;Minnow_trap;N12;COEU_N_12;NA;NA;NA;NA;0
Coeur;2022-07-15;45°57.941';74°00.449';16:39;Minnow_trap;N13;COEU_N_13;NA;NA;NA;NA;0
Coeur;2022-07-15;45°58.285';74°00.344';17:58;Minnow_trap;N14;COEU_N_14;Juliane;LeGi;2;6;1
Coeur;2022-07-15;45°58.285';74°00.344';17:58;Minnow_trap;N14;COEU_N_14;Juliane;LeGi;2;7;1
Coeur;2022-07-15;45°58.082';74°00.762';17:06;Minnow_trap;N15;COEU_N_15;NA;NA;NA;NA;0
Coeur;2022-07-15;45°58.045';74°00.483';16:24;Minnow_trap;N16;COEU_N_16;NA;NA;NA;NA;0
Coeur;2022-07-15;45°57.832';74°00.565';16:44;Minnow_trap;N17;COEU_N_17;NA;NA;NA;NA;0
Cornu;2022-06-28;45°52.800';74°00.201';13:00;Seine;S1;CORN_S_01;Charles;LeGi;0;16;1
Cornu;2022-06-28;45°52.800';74°00.201';13:00;Seine;S1;CORN_S_01;Charles;LeGi;2;18;1
Cornu;2022-06-28;45°52.800';74°00.201';13:00;Seine;S1;CORN_S_01;Charles;LeGi;2;16;1
Cornu;2022-06-28;45°52.800';74°00.201';13:00;Seine;S1;CORN_S_01;Charles;LeGi;1;16;1
Cornu;2022-06-28;45°52.809';74°00.216';15:20;Seine;S1;CORN_S_02;Juliane;MiDo;1;11;1
Cornu;2022-06-28;45°52.809';74°00.216';15:20;Seine;S1;CORN_S_02;Juliane;LeGi;2;12;1
Cornu;2022-06-28;45°52.809';74°00.216';15:20;Seine;S1;CORN_S_02;Juliane;LeGi;2;11;1
Cornu;2022-06-28;45°53.071';73°59.794';18:10;Seine;S1;CORN_S_03;Lea;LeGi;1;7;1
Cornu;2022-06-28;45°53.071';73°59.794';18:10;Seine;S1;CORN_S_03;Lea;LeGi;2;8;1
Cornu;2022-06-28;45°53.065';73°59.760';18:40;Seine;S1;CORN_S_04;Juliane;LeGi;1;13;1
Cornu;2022-06-28;45°53.065';73°59.760';18:40;Seine;S1;CORN_S_04;Juliane;LeGi;3;20;1
Cornu;2022-06-28;45°53.065';73°59.760';18:40;Seine;S1;CORN_S_04;Juliane;LeGi;2;17;1
Cornu;2022-06-28;45°53.065';73°59.760';18:40;Seine;S1;CORN_S_04;Juliane;LeGi;2;15;1
Cornu;2022-06-28;45°53.065';73°59.760';18:40;Seine;S1;CORN_S_04;Juliane;LeGi;2;18;1
Cornu;2022-06-28;45°53.134';74°00.336';16:26;Minnow_trap;N1;CORN_N_01;Charles;LeGi;0;3;2
Cornu;2022-06-28;45°53.134';74°00.336';16:26;Minnow_trap;N1;CORN_N_01;Charles;LeGi;1;3;5
Cornu;2022-06-28;45°53.134';74°00.336';16:26;Minnow_trap;N1;CORN_N_01;Charles;MiDo;0;4;1
Cornu;2022-06-28;45°53.134';74°00.336';16:26;Minnow_trap;N1;CORN_N_01;Charles;SeAt;0;4;1
Cornu;2022-06-28;45°53.134';74°00.336';16:26;Minnow_trap;N1;CORN_N_01;Charles;SeAt;0;5;1
Cornu;2022-06-28;45°52.866';73°59.871';16:48;Minnow_trap;N2;CORN_N_02;NA;NA;NA;NA;0
Cornu;2022-06-28;45°52.931';74°00.130';16:14;Minnow_trap;N3;CORN_N_03;NA;NA;NA;NA;0
Cornu;2022-06-28;45°53.074';73°59.806';16:43;Minnow_trap;N4;CORN_N_04;NA;NA;NA;NA;0
Cornu;2022-06-28;45°52.777';73°59.954';16:55;Minnow_trap;N5;CORN_N_05;NA;NA;NA;NA;0
Cornu;2022-06-28;45°53.071';74°00.302';16:20;Minnow_trap;N6;CORN_N_06;NA;NA;NA;NA;0
Cornu;2022-06-28;45°52.978';73°59.873';16:45;Minnow_trap;N7;CORN_N_07;NA;NA;NA;NA;0
Cornu;2022-06-28;45°53.049';73°59.928';16:40;Minnow_trap;N9;CORN_N_09;Charles;MiDo;0;40;1
Cornu;2022-06-28;45°52.954';74°00.037';16:35;Minnow_trap;N11;CORN_N_11;Charles;LeGi;3;11;1
Cornu;2022-06-28;45°52.954';74°00.037';16:35;Minnow_trap;N11;CORN_N_11;Charles;LeGi;2;10;1
Cornu;2022-06-28;45°52.791';73°59.869';16:53;Minnow_trap;N12;CORN_N_12;NA;NA;NA;NA;0
Cornu;2022-06-28;45°53.040';74°00.124';16:31;Minnow_trap;N13;CORN_N_13;NA;NA;NA;NA;0
Cornu;2022-06-28;45°52.805';74°00.140';16:06;Minnow_trap;N14;CORN_N_14;NA;NA;NA;NA;0
Cornu;2022-06-28;45°52.830';73°59.817';16:50;Minnow_trap;N15;CORN_N_15;NA;NA;NA;NA;0
Cornu;2022-06-28;45°52.798';74°00.215';16:08;Minnow_trap;N16;CORN_N_16;NA;NA;NA;NA;0
Cornu;2022-06-28;45°53.087';74°00.336';16:23;Minnow_trap;N17;CORN_N_17;NA;NA;NA;NA;0
Corriveau;2022-06-15;45°58.622' ;73°59.959';13:32;Seine;S1;CORR_S_03;Charles;LeGi;2;2;3
Corriveau;2022-06-15;45°58.622' ;73°59.959';13:32;Seine;S1;CORR_S_03;Charles;LeGi;2;6;1
Corriveau;2022-06-15;45°58.622' ;73°59.959';13:32;Seine;S1;CORR_S_03;Charles;LeGi;0;3;1
Corriveau;2022-06-15;45°58.622' ;73°59.959';13:32;Seine;S1;CORR_S_03;Charles;LeGi;0;5;1
Corriveau;2022-06-15;45°58.622' ;73°59.959';13:32;Seine;S1;CORR_S_03;Charles;LeGi;1;4;1
Corriveau;2022-06-15;45°58.622' ;73°59.959';13:32;Seine;S1;CORR_S_03;Charles;LeGi;2;7;1
Corriveau;2022-06-15;45°58.622' ;73°59.959';13:32;Seine;S1;CORR_S_03;Charles;LuCo;0;3;1
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;LuCo;0;5;22
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;LuCo;0;4;11
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;LuCo;0;7;3
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;LeGi;3;4;1
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;LuCo;0;6;8
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;LeGi;2;5;1
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;LuCo;0;8;1
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;LeGi;5;8;1
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;LeGi;4;5;1
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;SeAt;0;5;1
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;SeAt;0;4;1
Corriveau;2022-06-15;45°58.650';74°00.185';13:50;Seine;S1;CORR_S_04;Charles;Cyprinidae;0;4;1
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;LeGi;5;12;1
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;LuCo;0;5;94
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;LuCo;0;4;84
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;LuCo;0;6;53
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;LeGi;5;5;1
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;LuCo;0;8;6
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;LuCo;0;3;8
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;SeAt;0;10;1
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;LuCo;0;7;17
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;SeAt;0;5;1
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;SeAt;0;9;1
Corriveau;2022-06-15;45°58.720';73°59.952';10:00;Seine;S1;CORR_S_01;Charles;LuCo;0;9;1
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LeGi;2;3;1
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LeGi;1;3;1
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;SeAt;1;6;3
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LuCo;0;4;13
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LuCo;0;5;19
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LuCo;0;3;2
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LuCo;0;6;2
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LeGi;4;6;3
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;SeAt;0;6;1
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;CaCo;0;6;2
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LeGi;1;6;1
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;SeAt;0;10;2
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LeGi;1;8;1
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LeGi;5;7;1
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LeGi;5;6;1
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LeGi;3;3;1
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LeGi;1;5;3
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LeGi;2;5;2
Corriveau;2022-06-15;45°58.696';74°00.027';11:00;Seine;S1;CORR_S_02;Charles;LeGi;4;5;1
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;LuCo;0;8;4
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;LuCo;0;11;2
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;LuCo;0;9;2
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;SeAt;0;8;3
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;SeAt;0;9;2
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;LuCo;0;7;2
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;LeGi;0;3;5
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;LeGi;2;4;2
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;LeGi;3;5;1
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;SeAt;0;6;3
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;SeAt;0;5;3
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;LeGi;1;5;3
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;SeAt;0;7;2
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;LuCo;0;6;1
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;LeGi;0;5;2
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;SeAt;1;4;1
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;SeAt;0;4;1
Corriveau;2022-06-15;45°58.710';73°59.984';15:00;Minnow_trap;N3;CORR_N_03;Juliane;LeGi;1;3;2
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;SeAt;0;8;1
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;LeGi;2;4;1
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;LeGi;1;5;2
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;LeGi;1;6;1
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;LeGi;1;7;3
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;LeGi;2;8;2
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;LeGi;4;7;2
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;LeGi;4;8;1
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;LeGi;1;4;1
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;LeGi;2;6;1
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;LeGi;3;6;1
Corriveau;2022-06-15;45°58.702';74°00.011';15:03;Minnow_trap;N9;CORR_N_09;Juliane;LeGi;2;5;1
Corriveau;2022-06-15;45°58.695';74°00.021';15:05;Minnow_trap;N11;CORR_N_11;Juliane;SeAt;0;7;1
Corriveau;2022-06-15;45°58.695';74°00.021';15:05;Minnow_trap;N11;CORR_N_11;Juliane;LeGi;1;6;1
Corriveau;2022-06-15;45°58.695';74°00.021';15:05;Minnow_trap;N11;CORR_N_11;Juliane;LeGi;4;7;2
Corriveau;2022-06-15;45°58.695';74°00.021';15:05;Minnow_trap;N11;CORR_N_11;Juliane;LeGi;1;4;1
Corriveau;2022-06-15;45°58.695';74°00.021';15:05;Minnow_trap;N11;CORR_N_11;Juliane;LeGi;2;6;2
Corriveau;2022-06-15;45°58.695';74°00.021';15:05;Minnow_trap;N11;CORR_N_11;Juliane;LeGi;3;6;2
Corriveau;2022-06-15;45°58.695';74°00.021';15:05;Minnow_trap;N11;CORR_N_11;Juliane;LeGi;2;5;1
Corriveau;2022-06-15;45°58.695';74°00.021';15:05;Minnow_trap;N11;CORR_N_11;Juliane;LeGi;3;8;1
Corriveau;2022-06-15;45°58.687';74°00.040';15:07;Minnow_trap;N7;CORR_N_07;NA;NA;NA;NA;0
Corriveau;2022-06-15;45°58.677';74°00.084';15:10;Minnow_trap;N1;CORR_N_01;Juliane;LeGi;1;3;1
Corriveau;2022-06-15;45°58.677';74°00.084';15:10;Minnow_trap;N1;CORR_N_01;Juliane;LeGi;1;7;1
Corriveau;2022-06-15;45°58.677';74°00.084';15:10;Minnow_trap;N1;CORR_N_01;Juliane;LeGi;1;4;1
Corriveau;2022-06-15;45°58.677';74°00.084';15:10;Minnow_trap;N1;CORR_N_01;Juliane;SeAt;0;10;1
Corriveau;2022-06-15;45°58.661';74°00.123';15:12;Minnow_trap;N4;CORR_N_04;Juliane;SeAt;0;8;5
Corriveau;2022-06-15;45°58.661';74°00.123';15:12;Minnow_trap;N4;CORR_N_04;Juliane;SeAt;0;9;2
Corriveau;2022-06-15;45°58.661';74°00.123';15:12;Minnow_trap;N4;CORR_N_04;Juliane;SeAt;0;6;9
Corriveau;2022-06-15;45°58.661';74°00.123';15:12;Minnow_trap;N4;CORR_N_04;Juliane;SeAt;0;7;8
Corriveau;2022-06-15;45°58.661';74°00.123';15:12;Minnow_trap;N4;CORR_N_04;Juliane;LeGi;1;4;1
Corriveau;2022-06-15;45°58.661';74°00.123';15:12;Minnow_trap;N4;CORR_N_04;Juliane;LeGi;2;6;1
Corriveau;2022-06-15;45°58.661';74°00.123';15:12;Minnow_trap;N4;CORR_N_04;Juliane;LeGi;3;7;1
Corriveau;2022-06-15;45°58.661';74°00.123';15:12;Minnow_trap;N4;CORR_N_04;Juliane;SeAt;1;7;1
Corriveau;2022-06-15;45°58.661';74°00.123';15:12;Minnow_trap;N4;CORR_N_04;Juliane;SeAt;0;5;6
Corriveau;2022-06-15;45°58.650';74°00.173';15:15;Minnow_trap;N12;CORR_N_12;Juliane;LeGi;3;6;1
Corriveau;2022-06-15;45°58.650';74°00.173';15:15;Minnow_trap;N12;CORR_N_12;Juliane;LeGi;2;9;1
Corriveau;2022-06-15;45°58.650';74°00.173';15:15;Minnow_trap;N12;CORR_N_12;Juliane;LeGi;2;5;1
Corriveau;2022-06-15;45°58.650';74°00.173';15:15;Minnow_trap;N12;CORR_N_12;Juliane;SeAt;0;8;2
Corriveau;2022-06-15;45°58.650';74°00.173';15:15;Minnow_trap;N12;CORR_N_12;Juliane;SeAt;0;9;1
Corriveau;2022-06-15;45°58.650';74°00.173';15:15;Minnow_trap;N12;CORR_N_12;Juliane;SeAt;0;6;1
Corriveau;2022-06-15;45°58.650';74°00.173';15:15;Minnow_trap;N12;CORR_N_12;Juliane;SeAt;0;7;1
Corriveau;2022-06-15;45°58.650';74°00.173';15:15;Minnow_trap;N12;CORR_N_12;Juliane;SeAt;0;4;1
Corriveau;2022-06-15;45°58.650';74°00.173';15:15;Minnow_trap;N12;CORR_N_12;Juliane;LeGi;1;3;1
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;LeGi;2;4;3
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;SeAt;0;6;7
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;SeAt;0;9;7
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;SeAt;0;10;3
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;SeAt;0;8;8
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;SeAt;0;7;7
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;SeAt;0;5;1
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;LeGi;2;3;2
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;LuCo;0;11;1
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;LeGi;3;5;1
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;LeGi;1;5;1
Corriveau;2022-06-15;45°58.624';74°00.182';15:16;Minnow_trap;N14;CORR_N_14;Juliane;LeGi;1;6;1
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;SeAt;0;9;4
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;SeAt;0;8;1
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;SeAt;0;7;1
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;LeGi;3;5;2
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;LeGi;1;5;3
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;LeGi;1;6;2
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;LeGi;4;5;1
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;LeGi;3;6;3
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;SeAt;0;11;1
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;AmNe;0;13;1
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;LeGi;2;5;4
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;LeGi;2;7;1
Corriveau;2022-06-15;45°58.613';74°00.152';15:17;Minnow_trap;N8;CORR_N_08;Juliane;LeGi;2;6;1
Corriveau;2022-06-15;45°58.606';74°00.121';15:19;Minnow_trap;N6;CORR_N_06;Juliane;LeGi;2;7;1
Corriveau;2022-06-15;45°58.606';74°00.121';15:19;Minnow_trap;N6;CORR_N_06;Juliane;SeAt;0;12;1
Corriveau;2022-06-15;45°58.606';74°00.121';15:19;Minnow_trap;N6;CORR_N_06;Juliane;SeAt;0;9;2
Corriveau;2022-06-15;45°58.606';74°00.121';15:19;Minnow_trap;N6;CORR_N_06;Juliane;LuCo;0;12;2
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;LeGi;2;4;1
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;SeAt;0;10;3
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;SeAt;0;8;5
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;SeAt;0;7;1
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;SeAt;0;5;1
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;LeGi;1;5;5
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;LeGi;1;6;2
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;SeAt;0;11;1
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;LeGi;2;5;1
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;LeGi;2;7;1
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;LeGi;2;6;6
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;SeAt;0;12;1
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;LeGi;3;7;1
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;LeGi;1;7;1
Corriveau;2022-06-15;45°58.597';74°00.053';15:21;Minnow_trap;N10;CORR_N_10;Juliane;LeGi;2;8;1
Corriveau;2022-06-15;45°58.597';74°00.015';15:22;Minnow_trap;N5;CORR_N_05;NA;NA;NA;NA;0
Corriveau;2022-06-15;45°58.598';73°59.954';15:24;Minnow_trap;N2;CORR_N_02;Juliane;LeGi;2;5;1
Corriveau;2022-06-15;45°58.598';73°59.954';15:24;Minnow_trap;N2;CORR_N_02;Juliane;LeGi;1;4;1
Corriveau;2022-06-15;45°58.598';73°59.954';15:24;Minnow_trap;N2;CORR_N_02;Juliane;Chrosomus sp.;0;4;2
Corriveau;2022-06-15;45°58.598';73°59.954';15:24;Minnow_trap;N2;CORR_N_02;Juliane;SeAt;0;8;3
Corriveau;2022-06-15;45°58.598';73°59.954';15:24;Minnow_trap;N2;CORR_N_02;Juliane;SeAt;0;5;1
Corriveau;2022-06-15;45°58.598';73°59.954';15:24;Minnow_trap;N2;CORR_N_02;Juliane;LuCo;0;11;1
Corriveau;2022-06-15;45°58.626';73°59.965';15:26;Minnow_trap;N15;CORR_N_15;Juliane;SeAt;0;6;1
Corriveau;2022-06-15;45°58.626';73°59.965';15:26;Minnow_trap;N15;CORR_N_15;Juliane;SeAt;0;9;4
Corriveau;2022-06-15;45°58.626';73°59.965';15:26;Minnow_trap;N15;CORR_N_15;Juliane;SeAt;0;10;3
Corriveau;2022-06-15;45°58.626';73°59.965';15:26;Minnow_trap;N15;CORR_N_15;Juliane;SeAt;0;8;11
Corriveau;2022-06-15;45°58.626';73°59.965';15:26;Minnow_trap;N15;CORR_N_15;Juliane;SeAt;0;7;9
Corriveau;2022-06-15;45°58.626';73°59.965';15:26;Minnow_trap;N15;CORR_N_15;Juliane;SeAt;0;5;1
Corriveau;2022-06-15;45°58.626';73°59.965';15:26;Minnow_trap;N15;CORR_N_15;Juliane;LuCo;0;11;2
Corriveau;2022-06-15;45°58.626';73°59.965';15:26;Minnow_trap;N15;CORR_N_15;Juliane;AmNe;0;13;1
Corriveau;2022-06-15;45°58.626';73°59.965';15:26;Minnow_trap;N15;CORR_N_15;Juliane;LuCo;0;9;1
Corriveau;2022-06-15;45°58.626';73°59.965';15:26;Minnow_trap;N15;CORR_N_15;Juliane;Chrosomus sp.;0;5;1
