N,inf.F.all,inf.MT.all,inf.S.all,inf.T.all,tot.F.all,tot.MT.all,tot.S.all,tot.T.all,prev.F.all,prev.MT.all,prev.S.all,prev.T.all
3,2,2,10,98,13,2,194,411,0.3240165631469979,0.13333333333333333,0.8703703703703703,0.38141025641025644
3,7,11,41,343,408,9,6,676,0.3935185185185185,0.8333333333333334,0.3333333333333333,0.6436168316902262
3,8,4,16,224,40,0,79,393,0.5256410256410257,0.23983739837398374,0.1818181818181818,0.23263165913361433
3,7,0,85,38,7,17,116,729,0.3469387755102041,0.3380281690140845,0.48843318239869965,0.46825396825396826
3,25,3,2,133,15,4,70,572,0.5217391304347826,0.8516666666666667,0.5370370370370371,0.24072798758852956
3,0,5,28,241,0,13,32,178,0.6190476190476191,0.3333333333333333,0.12568143522648428,0.48402577814342523
3,5,7,6,382,25,23,135,573,0.3888888888888889,0.2777777777777778,0.358974358974359,0.5235872559884132
3,2,2,28,274,187,32,216,191,0.7111111111111111,0.3665223665223665,0.6303030303030304,0.3684866211678042
3,3,3,11,22,4,6,84,203,0.7398373983739838,0.2222222222222222,0.8068181818181818,0.6139129434973888
3,26,0,27,54,83,4,43,450,0.2293183940242764,0.19047619047619047,0.28093567251461987,0.39185432112881147
3,0,2,8,199,0,11,76,782,0.7545787545787546,0.19047619047619047,0.40723019670388094,0.33945425852834565
3,19,3,9,146,32,0,62,390,0.008522265852656521,0.47619047619047616,0.2857142857142857,0.36809693574399455
3,1,13,18,530,2,42,88,664,0.5826210826210826,0.6565040650406504,0.3333333333333333,0.38289584306982144
3,4,19,11,144,90,14,23,444,0.5833333333333334,0.19047619047619047,0.5447957839262187,0.5374083775107961
3,66,13,22,298,19,5,6,878,0.33796296296296297,0.5555555555555556,0.6409356725146199,0.48946360153256707
3,0,0,39,290,8,7,7,824,0.004694835680751174,0.6470588235294118,0.19080316271327508,0.48359682856193326
3,1,30,4,175,38,15,22,781,0.625,0.6713615023474179,0.26666666666666666,0.5843896612405106
3,2,6,14,228,2,10,61,345,0.4567251461988304,0.47619047619047616,0.23076923076923075,0.20850558147178924
3,6,0,9,195,35,19,6,881,0.8524904214559387,0.416514875531269,0.24599633411887928,0.23513631134690607
3,14,0,4,131,13,7,40,400,0.2222222222222222,0.47619047619047616,0.6338383838383839,0.15561660561660562
3,0,1,16,5,132,12,5,64,0.3333333333333333,0.6686390532544378,0.623391812865497,0.0858040549409954
3,18,0,26,50,45,4,85,202,0.42626262626262623,0.06349206349206349,0.5573966263621436,0.5050934948475932
3,6,6,67,335,16,22,366,656,0.6666666666666666,0.56,0.5768421052631579,0.45985309017223913
3,15,4,11,161,357,34,293,578,0.0013280212483399733,0.4065040650406504,0.3219047619047619,0.6448253586385102
3,1,0,27,418,2,15,43,192,0.1111111111111111,0.5,0.44696969696969696,0.6198801198801198
3,2,3,7,307,2,7,13,192,0.04093567251461988,0.5555555555555556,0.8456140350877193,0.5494647471391657
3,12,15,9,103,8,17,159,734,0.6701754385964912,0,0.11862990810359231,0.27207837628079257
3,1,0,8,69,4,4,79,239,0.6666666666666666,0.4074074074074074,0.7670935960591133,0.4200191570881226
3,24,19,30,324,64,14,120,920,0.2913322632423756,0.5,0.34782608695652173,0.39536160285439825
3,24,0,3,657,9,21,17,471,0.7407407407407407,0.6666666666666666,0.3333333333333333,0.24835134025178096
3,0,0,13,37,42,6,151,583,0.9066666666666666,0.6738609112709832,0.4542124542124542,0.26776171232347323
3,35,9,5,334,4,2,46,814,0.5,0.22419460880999342,0.3798869833760431,0.037449243263196756
3,1,4,17,328,88,3,57,1260,0.41493506493506493,0.8333333333333334,0.46464646464646464,0.3520362992474546
3,3,0,54,334,59,1,233,855,0.3358208955223881,0.46710526315789475,0.3333333333333333,0.6966351700603481
3,2,0,6,37,8,71,26,235,0.3405275779376499,1,0.3614619211634137,0.3866268977600002
3,1,0,46,33,1,40,76,568,0.4084764516284216,0.5555555555555556,0.3968253968253968,0.3868319499053444
3,3,2,47,53,44,1,144,71,0.45634920634920634,0.4246031746031746,0.23076923076923075,0.6179365684512462
3,0,2,3,273,15,2,362,519,0.30952380952380953,0.24074074074074073,0.3763975155279503,0.16412868177574058
3,6,1,17,299,65,8,20,425,0.37254901960784315,0.6666666666666666,0.2154882154882155,0.5597970335675253
3,8,5,34,63,13,15,239,769,0.4803921568627451,0.4935064935064935,0.7619047619047619,0.16004414253693794
3,1,8,10,123,15,12,64,181,0.34543010752688175,0.3333333333333333,0.31135531135531136,0.4148648479617747
3,8,7,9,286,8,10,19,207,0.6666666666666666,0.3733250876108019,0.3888888888888889,0.25801096971724824
3,25,8,3,236,42,11,27,142,0.18027210884353742,0.3333333333333333,0.3469387755102041,0.35003885003885005
3,11,9,44,238,6,9,132,538,0.19682539682539682,0,0.3443679040693966,0.6857923497267759
3,1,0,85,353,1,43,95,702,0.7219047619047619,0.6428571428571429,0.25,0.37759598355365276
3,15,1,13,30,6,8,13,799,0.719047619047619,0.7266666666666667,0.37675656803700797,0.43761250204549174
3,2,12,34,405,49,17,33,362,0.4523809523809524,0.3137254901960784,0.29333333333333333,0.3924136274488007
3,3,3,2,186,21,4,229,342,0,0.23015873015873015,0.5922751322751323,0.35003885003885005
3,20,3,8,100,136,37,398,183,0.6666666666666666,0.12783751493428913,0.20932168123179362,0.48749244048600804
3,1,4,33,341,181,30,279,621,0.21693121693121692,0.5,0.29582089552238805,0.3722811203397333
3,13,7,23,19,281,13,13,331,0,0.7301587301587301,0.5777040966696139,0.31188984205705605
3,18,2,22,92,11,36,342,628,0.5833333333333334,0.12783751493428913,0.4707692307692308,0.23331540346023114
3,6,0,9,325,53,30,7,401,0.3333333333333333,0.5376344086021505,0.5555555555555556,0.5548229548229549
3,13,0,2,18,5,7,262,425,0.1616161616161616,0.13333333333333333,0.11038678835289005,0.495029376940777
3,8,3,20,288,25,14,26,1107,0.22298629596766242,0.7063492063492064,0.5641025641025641,0.22148962148962148
3,25,7,11,108,26,9,238,986,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.1255203330131284
3,2,0,16,258,25,4,56,166,0.9523809523809523,0.3137254901960784,0.6868686868686869,0.5169839627169943
3,5,7,46,277,27,28,289,550,0.3333333333333333,0.5043010752688172,0.7451851851851852,0.29008249150713006
3,25,2,24,185,5,23,112,356,0.004629629629629629,0.25,0.7097457627118644,0.42478184223739524
3,20,5,20,53,21,17,65,789,0.4353057199211045,0,0.25204678362573096,0.3220331203642506
3,0,0,5,131,28,6,11,1010,0.6666666666666666,0,0.49488808227465214,0.24098124098124096
3,0,5,19,148,16,26,7,505,0.6,0.3401360544217687,0.696969696969697,0.5263935031376892
3,1,1,37,286,10,7,24,987,0.2222222222222222,0.34523809523809523,0.5,0.502414011254287
3,13,0,2,150,8,18,72,207,0.3346613545816733,0.3424408014571949,0.6278860028860028,0.3544679472452925
3,8,3,9,306,2,7,67,549,0.625,0,0.20196324143692565,0.5023574876280608
3,4,0,0,24,32,3,5,1166,0.4666666666666667,0.3333333333333333,0.24561403508771928,0.4200191570881226
3,39,11,14,87,16,216,27,548,0.4855094726062468,1,0.96,0.48405417212756663
3,33,0,10,117,6,7,35,953,0.4666666666666667,0.5833333333333334,0.5641025641025641,0.4213619460166323
3,2,0,19,162,3,183,21,368,0.5185185185185185,0.3333333333333333,0.05401382243487507,0.15265211595886483
3,13,5,17,88,17,0,58,961,0.5969387755102041,0.7583333333333333,0.6481481481481481,0.21314741035856574
3,4,0,2,203,169,10,156,1098,0.8888888888888888,0.8709677419354839,0.3368421052631579,0.3983451536643026
3,0,0,32,229,272,31,130,626,0.7398373983739838,0.0392156862745098,0.09523809523809523,0.4616085401296669
3,6,5,17,367,11,20,232,406,0.6666666666666666,0.5555555555555556,0.4115406162464986,0.358385505596661
3,2,5,52,411,16,6,305,118,0.37888198757763975,0.4,0.20833333333333334,0.3194983919963541
3,6,24,15,33,62,24,51,201,0.525781910397295,0.3333333333333333,0.3018072900802112,0.48585944442298035
3,5,0,19,419,140,3,52,907,0.75,0.47883597883597884,0.7783068783068783,0.6500041397582381
3,26,3,13,225,15,5,143,1181,0.2916666666666667,0.6666666666666666,0.48773892773892774,0.3075331878523368
3,10,0,6,414,3,30,262,392,0.8333333333333334,0.3333333333333333,0.27228464419475656,0.49133089133089136
3,0,0,50,165,8,4,31,103,0.3303597977995837,0.19047619047619047,0.5383650582853771,0.6349206349206349
3,2,5,5,96,12,140,49,321,0.3333333333333333,0.6666666666666666,0.32573099415204676,0.474687229818799
3,18,1,1,300,187,1,124,227,0.04483366380259969,0.40401964142971336,0.7666666666666666,0.21070643907385497
3,5,2,23,308,26,10,134,599,0.2777777777777778,0.24210526315789474,0.8078260869565217,0.32629107981220656
3,2,9,43,90,19,9,11,547,0.2222222222222222,0.5555555555555556,0.6785714285714286,0.5899511632687975
3,2,3,13,86,26,0,19,984,0.5497076023391813,0.9444444444444444,0.2140468227424749,0.26390089311437626
3,1,16,7,129,14,0,386,199,0.6206140350877193,1,0.2704822501040614,0.20421194817952967
3,2,2,19,133,11,170,257,431,0.29227053140096615,0.7204301075268817,0.13681455872467108,0.3627764767109029
3,5,0,9,100,251,45,43,286,0.3611111111111111,0.5555555555555556,0.12471655328798185,0.3366376307117179
3,4,3,1,307,24,11,37,1145,0.5378845664886854,0.6666666666666666,0.6293183940242764,0.3641998036327933
3,0,0,1,357,6,183,52,581,0.6666666666666666,0.5,0.3892773892773893,0.1225606252351207
3,8,10,14,182,56,7,24,465,0.5555555555555556,0.42857142857142855,0.4180790960451977,0.38973471194586734
3,9,5,1,384,33,184,12,164,0.3277777777777778,0.8333333333333334,0.31873219373219375,0.1880461922596754
3,12,0,10,207,4,5,185,175,0.9166666666666666,0.16666666666666666,0.38141414141414143,0.2627372627372627
3,11,0,23,342,35,10,12,164,0.3277777777777778,0.3134920634920635,0.5429292929292929,0.49151641484754505
3,22,4,9,189,29,25,37,524,0.3742690058479532,0.3333333333333333,0.33974358974358976,0.6411657559198543
3,6,2,1,278,22,10,46,310,0.6296296296296297,0.875,0.5565268065268065,0.30907793829142144
3,9,8,39,88,8,11,630,459,0.425,0.9166666666666666,0.5879629629629629,0.4879482657260435
3,28,5,13,64,11,2,17,339,0.3870967741935484,0.6666666666666666,0.3469387755102041,0.4496341780015939
3,7,1,32,134,14,38,36,634,0.09230769230769231,0.1966205837173579,0.8478260869565217,0.6157690286854518
3,6,3,1,59,3,17,61,341,0.12367578221236758,0.16666666666666666,0.5321239606953893,0.16986932564401694
3,14,27,30,77,8,29,12,269,0.19696969696969696,0.2222222222222222,0.36363636363636365,0.3292071912761568
3,0,19,24,333,16,0,144,707,0.34523809523809523,0.3333333333333333,0.5183333333333333,0.09643475801604978
3,28,2,6,214,128,29,3,264,0.6222222222222222,0.09999999999999999,0.3017370631208597,0.1255203330131284
3,1,2,7,68,15,20,38,381,0.7619047619047619,0.9696969696969697,0.24600893997445722,0.3010253835181789
3,0,21,19,51,46,175,15,184,0.8518518518518519,0.044444444444444446,0.16666666666666666,0.41045470360261294
3,23,3,22,39,22,5,8,415,0.5641025641025641,0.6470588235294118,0.29931972789115646,0.034126984126984124
3,0,4,11,104,35,12,30,530,0.3333333333333333,0.5,0.512280701754386,0.530685789026042
3,4,3,22,138,101,11,132,778,0.0811965811965812,0.517879397948423,0.48699334543254685,0.653443226760861
3,13,8,23,328,276,11,36,405,0.5392156862745098,0.6234920634920635,0.1111111111111111,0.19672131147540983
3,15,4,19,273,39,44,32,648,0.4444444444444444,0.6666666666666666,0.4320802005012531,0.5082719751724158
3,7,6,22,336,8,7,82,132,0.75,0.3424408014571949,0.1409356725146199,0.49464747139165743
3,4,2,73,20,57,41,42,517,0.027777777777777776,0.6666666666666666,0.3333333333333333,0.38923547198494934
3,3,7,44,34,147,5,362,973,0.5555555555555556,0.42857142857142855,0.40839575530586764,0.6104015689651049
3,24,6,12,268,76,3,99,457,0.19191456903127382,0.3333333333333333,0.35000000000000003,0.13088483620398514
3,2,11,8,336,3,14,4,378,0.37777777777777777,0.3333333333333333,0.852991452991453,0.3091809316788938
3,0,6,7,484,6,4,54,808,0.34523809523809523,0.17346938775510204,0.268775872264932,0.32170584983114664
3,0,11,0,411,49,143,137,325,0.5155555555555555,0,0.7367149758454106,0.5278128065013311
3,0,4,5,36,41,15,38,248,0.6666666666666666,0.3333333333333333,0.6802721088435374,0.6488095238095238
3,4,14,6,146,9,0,68,547,0.39333333333333337,0.3632872503840246,0.3556179775280899,0.5246574604969177
3,7,4,15,513,272,9,5,173,0.3333333333333333,0.6421052631578947,0.3333333333333333,0.15043442236020743
3,2,0,10,498,11,2,296,239,0.5555555555555556,0.2222222222222222,0.21051497522085758,0.5219858934658526
3,6,4,72,280,15,52,33,398,0.3333333333333333,0.5,0.367003367003367,0.7935779816513762
3,0,0,12,213,16,5,134,424,0.2513720197930724,0.3333333333333333,0.4444444444444444,0.19047619047619047
3,13,3,14,134,0,13,260,616,0.34523809523809523,0.2519723865877712,0.5856410256410256,0.6955930235131613
3,11,13,36,99,7,4,24,161,0.3358208955223881,0.3333333333333333,0.27705627705627706,0.5336720396995507
3,11,8,16,76,380,202,64,433,0.25,0,0.0846613545816733,0.19907139271786556
3,19,0,18,3,15,9,386,442,0.4351851851851852,0.2222222222222222,0.46464646464646464,0.12034293163646329
3,30,17,6,368,23,2,22,1114,0.2805949966193374,0.3134920634920635,0.22666666666666668,0.30798720355339343
3,2,0,22,218,268,175,17,883,0.3611111111111111,0.5555555555555556,0.5833333333333334,0.5836332302701607
3,4,0,8,15,73,3,12,563,0.3333333333333333,0.56,0.7601067887109076,0.33110515683743896
3,0,5,17,437,213,2,65,473,0.25432900432900435,0.4,0.19005847953216373,0.22285884050589932
3,1,1,21,21,36,57,155,936,0.6388888888888888,0.6234920634920635,0.4469320066334992,0.3524590163934426
3,3,0,12,84,8,5,126,497,0.5833333333333334,0.34523809523809523,0.5733333333333333,0.3562091503267974
3,5,0,31,77,9,12,9,420,0.36352786728726577,0.6754385964912281,0.2811594202898551,0.20989651846005436
3,26,0,23,204,7,6,14,610,0.5238609112709832,0.3888888888888889,0.5977725977725977,0.5648301956441492
3,1,7,4,69,21,34,30,579,0.3358208955223881,0.56,0.4754428341384863,0.27207837628079257
3,6,0,6,259,42,41,34,479,0.3333333333333333,0.6666666666666666,0.3171717171717172,0.311678795229432
3,16,1,26,202,8,41,40,707,0.2733918128654971,0.3087719298245614,0.24561403508771928,0.34677635098983417
3,21,15,29,350,57,18,57,552,0.10752794214332675,0.004694835680751174,0.23891084760649978,0.16505524861878454
3,18,0,12,349,3,97,149,871,0.09523809523809523,0.5555555555555556,0.18981481481481483,0.4010797631487287
3,0,3,5,97,26,0,240,837,0.3611111111111111,0.5833333333333334,0.1851851851851852,0.43235168587281264
3,14,18,9,383,55,31,112,650,0.8333333333333334,0.2222222222222222,0.09523809523809523,0.4247200886545149
3,8,5,7,294,85,0,19,418,0.13333333333333333,0.6666666666666666,0.03279059249208503,0.13708044178439255
3,0,0,14,89,15,3,23,426,0.2276928881343143,0.6666666666666666,0.36030238022269895,0.4021457806669074
3,0,1,24,235,237,6,277,342,0.3333333333333333,0.7407407407407407,0.8074534161490683,0.5847946123862561
3,7,2,14,59,4,14,13,93,0.5555555555555556,0.3709677419354839,0.1818181818181818,0.5331458600337617
3,15,2,25,47,14,20,612,96,0.6666666666666666,0.6666666666666666,0.11461988304093566,0.29008249150713006
3,3,0,12,69,4,2,65,920,0.3333333333333333,0.6666666666666666,0.5056179775280899,0.4771627946183476
3,1,0,7,19,30,49,186,813,0.5833333333333334,0.3333333333333333,0.6666666666666666,0.6698181278702011
3,10,0,6,148,31,8,169,907,0.5363247863247863,0.7058823529411765,0.37777777777777777,0.5753809141940658
3,8,4,48,222,53,0,28,138,0.6888888888888889,0.5,1,0.5574012550756737
3,3,5,14,369,0,178,36,132,0.3333333333333333,0.6666666666666666,0.09986772486772486,0.017808097021580167
3,6,1,6,6,30,6,89,95,0.16666666666666666,0.38333333333333336,0.28737373737373734,0.45191648849892463
3,5,1,33,279,7,2,14,282,0.16666666666666666,0.3333333333333333,0.3303597977995837,0.5144092219020173
3,5,3,9,210,4,12,255,530,0.07317073170731707,0.5238095238095238,0.45249433106575965,0.14291550170794884
3,1,4,26,379,9,1,70,555,0.3906411049268192,0.3333333333333333,0.41595441595441596,0.350326534563516
3,6,17,11,241,12,3,52,889,0.13333333333333333,0.2525252525252525,0.3358208955223881,0.5533997984730458
3,1,0,10,140,91,11,362,932,0.4388888888888889,0.49696969696969695,0.2131256312152863,0.4319153069153069
3,0,1,91,36,23,22,20,421,0.6796581196581196,0.6666666666666666,0.5555555555555556,0.6629716367421286
4,1,1,58,111,3,113,186,321,0.5371543778801844,0.38333333333333336,0.44698879551820725,0.2783955777651743
4,4,3,6,150,227,0,34,1229,0.5714285714285714,0.34375,0.22916666666666666,0.40653443491057406
4,1,3,29,210,33,375,57,1298,0.7428571428571429,0.631578947368421,0.29423076923076924,0.2772037596357868
4,2,10,36,33,9,43,16,1654,0.5625,0.9375,0.6152450090744102,0.363584886854189
4,3,18,25,335,6,10,44,866,0.2248780487804878,0.22971652003910067,0.441685765215177,0.6940122834036493
4,12,0,32,400,145,12,61,942,0.5440821256038647,0.6428571428571428,0.47916666666666663,0.44645115901253835
4,25,4,27,336,36,4,89,303,0,0.625,0.16666666666666666,0.623248063184032
4,6,11,91,242,97,15,41,427,0.25,0.25,0.47916666666666663,0.07691747419543726
4,10,36,21,451,228,13,217,276,0.75,0.6190476190476191,0.25142857142857145,0.27035130694451287
4,3,5,34,342,5,4,41,423,0.6358981526186059,0.75,0.21993252361673415,0.5849228986349528
4,9,0,22,334,20,9,369,583,0.3139792899408284,0.2153225806451613,0.40604500381388253,0.2772753630446652
4,6,23,6,417,123,3,114,671,0.19836443698888656,0.6428571428571428,0.75,0.29007352941176473
4,28,5,62,483,7,7,376,525,0.2154877193995684,0.41666666666666663,0.5986024844720497,0.6079867878023616
4,43,2,21,486,90,197,175,297,0.5965447154471545,0.7516631652661064,0.5299598100109609,0.2498827383118309
4,9,5,7,257,31,20,172,651,0.5034722222222222,0.14583333333333334,0.3125,0.3572036300551099
4,7,3,37,456,7,125,22,318,0.25,0.45833333333333337,0.25329424307036247,0.4092848576731265
4,0,3,5,326,12,6,43,836,0.12921348314606743,0.14285714285714285,0.5227116704805492,0.5435693557022375
4,3,23,14,231,70,46,25,342,0.1185323383084577,0.3005952380952381,0.2288511643054877,0.360416840041795
4,9,3,23,616,49,0,63,921,0.21726190476190477,0.5227272727272727,0.5936853002070392,0.5062256219909342
4,9,16,39,86,140,16,114,1020,0.2997823383084577,0.5,0.5159412955465587,0.32033072595032247
4,0,19,13,123,12,25,35,1170,0.4945054945054945,0.6875,0.6385011441647597,0.5401026669409023
4,16,0,97,229,34,7,68,624,0.3782467532467533,0.4852941176470588,0.38865546218487396,0.4378858281609443
4,1,20,35,51,82,18,161,868,0.30714285714285716,0.6555555555555556,0.20454545454545456,0.48717850776674304
4,18,4,38,477,29,62,37,641,0.4872448979591837,0.4375,0.3712121212121212,0.5386683371179495
4,35,3,29,105,46,11,440,1202,0.42176870748299317,0.5,0.7507017543859649,0.6858470664854457
4,3,0,16,179,49,0,29,614,0,0.31875,0.30159125403149306,0.5593729475988833
4,5,0,37,130,26,31,241,364,0.19473434535104364,0.3048780487804878,0.5476190476190476,0.41073102155576385
4,1,2,21,117,42,6,35,1025,0.4375385405960946,0.25,0.27346491228070174,0.3810617067106138
4,7,0,88,932,363,13,38,823,0.5,0.25,0.46875,0.07676057061546127
4,8,0,33,263,10,0,366,696,0.4342105263157895,0.22558060109289618,0.5784722222222222,0.21355729501129697
4,16,7,36,299,20,308,270,1265,0.5558740647167428,0.2568306010928962,0.5207070707070707,0.45766391104165055
4,3,0,56,152,61,8,31,540,0.3055555555555556,0.26035172785345956,0.6842857142857143,0.17948532756634603
4,9,2,11,203,57,10,41,731,0.605,0.7561274509803921,0.5845959595959596,0.35155356462066334
4,36,4,19,59,36,184,23,1039,0.4439102564102564,0.2916666666666667,0.286774628879892,0.33346251943717525
4,25,0,14,119,85,15,21,1056,0.38636363636363635,0.41666666666666663,0.42637993204354757,0.14930354453839917
4,0,11,10,401,57,0,123,1048,0.04588014981273408,0.6902947154471545,0.5223684210526316,0.3088235294117647
4,4,1,17,379,48,22,50,578,0.33035714285714285,0.029557873820168903,0.6818181818181819,0.45034179263575236
4,13,7,22,163,16,40,259,295,0.3472222222222222,0.05,0.325,0.4899491847215664
4,4,0,12,159,21,34,32,794,0.43773165307635287,0.4540441176470588,0.5175438596491229,0.6145154264735021
4,11,2,15,555,19,2,66,485,0.9166666666666666,0.5833333333333333,0.5480769230769231,0.13244947935959173
4,1,1,41,118,51,0,57,1448,0.2835685701925157,0.25,0.6539074960127591,0.38650210084033615
4,26,2,13,396,25,11,36,665,0.5294117647058824,0.9166666666666666,0.4230769230769231,0.38170493364866637
4,3,1,30,492,37,16,30,676,0.7802197802197802,0.5166666666666666,0.6783990519284637,0.4987914364640884
4,3,1,51,266,23,3,77,447,0.18421052631578946,0.6528679653679653,0.20459294436906378,0.22123273303360091
4,5,0,2,307,83,139,34,616,0.4451382694023194,0.4375,0.4723285486443381,0.47959775879857847
4,10,1,43,62,45,28,32,1002,0.75,0.6904761904761905,0.47208931419457734,0.34447942096021245
4,5,6,15,119,52,35,239,241,0.3348126232741617,0.5462453566558518,0.14583333333333331,0.45742499638840883
4,2,4,41,219,20,5,68,1265,0.1260613703236654,0.5,0.05576857487973058,0.48638961646643036
4,3,13,9,66,3,11,39,871,0.7321428571428572,0.4410211267605634,0.3196899449434947,0.21248758869542053
4,3,16,41,556,3,7,187,799,0.43214285714285716,0.26785714285714285,0.75,0.3687837774697463
4,2,8,27,297,75,0,26,400,0.6333333333333333,0.5,0.7393939393939394,0.4767617419599558
4,11,1,28,415,9,6,98,773,0.14551783097215437,0.625,0.9166666666666666,0.767972877294265
4,0,11,31,280,41,62,81,635,0.14272598870056497,0.16532258064516128,0.8333333333333333,0.45163448046818194
4,3,3,23,457,231,26,374,1307,0.46185446009389675,0.5,0.3214285714285714,0.24768746792407223
4,2,27,31,173,18,1,253,863,0.5401721664275466,0.5014792899408284,0.3889952153110048,0.24977783366867873
4,27,13,27,183,198,4,2,789,0.25263157894736843,0,0.5827777777777778,0.1309040672119078
4,2,5,8,134,17,20,695,642,0.75,1,0.14583333333333331,0.6287997228489705
4,0,8,12,360,10,32,85,1170,0.2608695652173913,0.8399122807017544,0.16096491228070176,0.251442481067436
4,25,5,28,88,117,192,63,848,0.2534722222222222,0.2833333333333333,0.4334722222222222,0.3798765857429164
4,26,19,7,110,62,6,96,811,0.30801860974274764,0.3416666666666667,0.3284722222222222,0.3677244698450895
4,40,4,43,264,6,1,67,682,0.5563573387213162,0.2514792899408284,0.20793381497931718,0.4424576555068671
4,12,0,5,83,12,27,54,232,0.061592809032675666,0.33666666666666667,0.5102040816326531,0.39084279196925836
4,7,17,13,282,15,2,44,784,0.648859543817527,0.1875,0.6085164835164835,0.5657248212392407
4,14,0,23,391,113,61,37,275,0.47686567164179106,0.25,0.1570967369998847,0.2641285802811914
4,19,19,9,366,0,45,93,700,0.31020408163265306,0.2514792899408284,0.625,0.4571595833674152
4,33,3,16,531,6,13,63,156,0.5360974378392023,0.00539568345323741,0.6041114058355438,0.43635531135531136
4,7,3,92,151,22,28,382,656,0.3590085287846482,0.3388888888888889,0.615036231884058,0.3783043197936815
4,2,10,29,608,13,9,393,1157,0.0420922710248553,0.45833333333333337,0.2074071421235006,0.521083275735008
4,9,3,23,438,39,202,27,820,0.04925115207373272,0.5821428571428572,0.5997844827586207,0.6155323234478345
4,14,19,25,362,86,48,106,680,0.22727272727272727,0.5,0.6310344827586207,0.4818691916833165
4,10,0,43,153,197,3,58,443,0.7045454545454546,0.25539568345323743,0.5102040816326531,0.6553128914547138
4,17,3,27,234,7,24,85,446,0.4852941176470588,0.2248780487804878,0.5010593220338984,0.5298670388547482
4,6,3,29,64,18,74,154,1027,1,0.13157894736842105,0.19770408163265307,0.028086932447397565
4,9,2,10,268,15,61,160,1040,0.5,0.25,0.6497844827586207,0.323191327353341
4,0,18,40,216,97,5,34,178,0.5,0.45535714285714285,0.4722291090349183,0.3780408600045978
4,7,2,25,493,37,48,76,1165,0.1875,0.3127450980392157,0.33392857142857146,0.2860007148761254
4,22,5,40,68,73,8,278,988,0.25,0.25892857142857145,0.1775302659999168,0.25654274803210975
4,22,5,6,364,40,16,253,746,0.27941176470588236,0.24068980110029622,0.336286594761171,0.4865544247321608
4,13,5,11,422,4,17,244,618,0.67,0.5,0.40830721003134796,0.4475434247435775
4,2,23,45,68,42,62,112,685,0.43333333333333335,0.125,0.22805422647527912,0.39001941220672953
4,5,18,29,175,37,4,261,985,0.00539568345323741,0.16532258064516128,0.07270408163265306,0.6193498888524327
4,4,0,13,520,60,4,37,1049,0.8670634920634921,0.2514792899408284,0.4479972496244875,0.4748902944216703
4,31,5,40,457,275,27,21,1692,0.2976190476190476,0.21875,0.3964285714285714,0.5392036573204033
4,0,9,23,382,399,22,172,833,0.45,0.5403225806451613,0.7222222222222222,0.387369588768887
4,10,20,19,544,192,0,74,1427,0.3125,0.7568306010928961,0.46969696969696967,0.3687837774697463
4,3,12,77,377,316,26,59,1132,0.6666666666666666,0.5,0.3273849048251439,0.654613944628503
4,5,5,45,113,25,17,176,543,0.21875,0.5708333333333333,0.003627594883623401,0.12863151198133882
4,0,1,12,303,47,11,305,751,0.39407894736842103,0.17018779342723003,0.4000956937799043,0.38906926406926406
4,19,10,10,117,0,65,29,640,0.24751103597257443,0.39285714285714285,0.23520654225204446,0.555923272337554
4,72,4,38,491,132,35,43,1214,0.5984848484848485,0.8125,0.6292134831460674,0.3983360539556505
4,11,16,22,222,63,0,35,985,0.39399092970521543,0.19642857142857142,0.37886363636363635,0.2751937984496124
4,5,0,30,713,75,197,66,948,0.19543650793650794,0.3048780487804878,0.35253623188405797,0.36980447030053326
4,32,19,1,746,18,9,26,393,0.25,0.3673780487804878,0.21159297052154197,0.19412878787878787
4,43,4,31,637,86,8,28,668,0.5704736440030558,0.3770833333333333,0.251865671641791,0.5797083329445684
4,24,4,9,83,15,22,30,634,0.4342105263157895,0.296078431372549,0.3333333333333333,0.41392870663904213
4,33,0,40,189,153,5,46,811,0.5416666666666666,0.25,0.553030303030303,0.50392641298991
4,4,3,12,265,23,223,163,1034,0.5,0.3333333333333333,0.5416662600693817,0.5691883570743654
4,12,7,16,116,19,0,109,407,0.20833333333333331,0.5,0.6055900621118012,0.4628774660865887
4,1,4,40,220,8,189,269,310,0.5,0.6041666666666666,0.5759960159362549,0.5408492622401073
4,34,6,15,112,12,13,298,1013,0.6863095238095238,0.17857142857142855,0.663840579710145,0.5062556999544003
4,18,2,48,667,27,4,87,483,0.5477941176470589,1,0.6215277777777778,0.6459847897248479
4,7,9,11,181,8,7,349,712,0.4617362371445856,0.631578947368421,0.494593804792519,0.1720013486850492
4,12,26,21,34,44,3,279,654,0.4464285714285714,0.4,0.3703216374269006,0.2846377413696373
4,8,1,49,74,203,0,157,459,0.2650226757369615,0.6666666666666666,0.8575,0.3536821705426357
4,7,4,30,407,465,17,20,318,0.22135706340378197,0.39285714285714285,0.21850845410628017,0.7033684982797005
4,14,5,25,152,6,36,282,615,0.4340034965034965,0.5,0.5560344827586207,0.2293347500951917
4,5,7,55,335,109,6,23,1055,0.14583333333333334,0.5625,0.7082083958020989,0.5694953893718557
4,13,13,18,238,19,5,124,670,0.4772727272727273,0.6875,0.4342105263157895,0.39078674336251795
4,5,0,11,11,103,3,9,1027,0.625,0.3125,0.44013157894736843,0.6299676675744376
