"Fishing_ID","Lake","Date","Latitude","Longitude","Start_time","Gear_type","Gear_ID","Identifier","tot_AmRu","tot_FuDi","tot_MiDo","tot_Centrarchidae","tot_LeGi","tot_PeFl","tot_PiPr","tot_Chrosomus sp.","tot_PiNo","tot_Cyprinidae","tot_SeAt","tot_LuCo","tot_AmNe","tot_CaCo","tot_EsMa","tot_UmLi","tot_RhAt","inf_AmRu","inf_FuDi","inf_MiDo","inf_Centrarchidae","inf_LeGi","inf_PeFl","inf_PiPr","inf_Chrosomus sp.","inf_PiNo","inf_Cyprinidae","inf_SeAt","inf_LuCo","inf_AmNe","inf_CaCo","inf_EsMa","inf_UmLi","inf_RhAt"
"CROC_N_11","Croche","2022-07-22","45°59.623'","74°00.512'","17:13","Minnow_trap","N11","Lea",0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CROC_N_12","Croche","2022-07-22","45°59.662'","74°00.430'","17:08","Minnow_trap","N12","Lea",0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROC_N_13","Croche","2022-07-22","45°59.445'","74°00.377'","17:00","Minnow_trap","N13","Lea",0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CROC_N_14","Croche","2022-07-22","45°59.559'","74°00.321'","17:36","Minnow_trap","N14","Lea",0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROC_N_15","Croche","2022-07-22","45°59.450'","74°00.830'","17:25","Minnow_trap","N15","Lea",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"CROC_N_16","Croche","2022-07-22","45°59.504'","74°00.269'","17:38","Minnow_trap","N16","Lea",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
"CROC_N_17","Croche","2022-07-22","45°59.583'","74°00.434'","17:04","Minnow_trap","N17","Lea",0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROC_S_01","Croche","2022-07-22","45°59.410'","74°00.308'","13:39","Seine","S1","Lea",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"CROC_S_02","Croche","2022-07-22","45°59.553'","74°00.238'","14:15","Seine","S1","Lea",0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CROC_S_04","Croche","2022-07-22","45°59.673'","74°00.448'","15:10","Seine","S1","Lea",0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CROC_S_05","Croche","2022-07-22","45°59.545'","74°00.541'","16:08","Seine","S1","Lea",0,0,0,0,47,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_01","Cromwell","2022-06-27","45°59.300'","74°00.107'","16:08","Minnow_trap","N1","Lea",0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_02","Cromwell","2022-06-27","45°59.284'","74°00.056'","16:12","Minnow_trap","N2","Lea",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_03","Cromwell","2022-06-27","45°59.379'","73°59.960'","16:34","Minnow_trap","N3",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_04","Cromwell","2022-06-27","45°59.390'","73°59.881'","16:32","Minnow_trap","N4","Lea",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_05","Cromwell","2022-06-27","45°59.348'","74°00.071'","16:38","Minnow_trap","N5","Lea",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_06","Cromwell","2022-06-27","45°59.298'","73°59.946'","16:16","Minnow_trap","N6","Lea",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_07","Cromwell","2022-06-27","45°59.368'","74°00.005'","16:37","Minnow_trap","N7",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_09","Cromwell","2022-06-27","45°59.392'","73°59.847'","16:31","Minnow_trap","N9","Lea",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_11","Cromwell","2022-06-27","45°59.306'","73°59.793'","16:19","Minnow_trap","N11","Lea",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_12","Cromwell","2022-06-27","45°59.381'","73°59.919'","16:33","Minnow_trap","N12","Lea",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_13","Cromwell","2022-06-27","45°59.307'","73°59.753'","16:26","Minnow_trap","N13",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_14","Cromwell","2022-06-27","45°59.320'","73°59.854'","16:17","Minnow_trap","N14","Lea",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_15","Cromwell","2022-06-27","45°59.284'","74°00.009'","16:13","Minnow_trap","N15","Lea",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_16","Cromwell","2022-06-27","45°59.265'","73°59.763'","16:23","Minnow_trap","N16","Lea",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_N_17","Cromwell","2022-06-27","45°59.326'","74°00.094'","16:06","Minnow_trap","N17","Lea",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_S_01","Cromwell","2022-06-27","45°59.297'","73°59.742'","14:35","Seine","S1","Juliane",0,0,0,0,13,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_S_02","Cromwell","2022-06-27","45°59.250'","73°59.784'","15:15","Seine","S1","Charles",0,0,0,0,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_S_03","Cromwell","2022-06-27","45°59.404'","73°59.816'","15:45","Seine","S1","Juliane",0,0,0,0,3,0,0,0,0,0,8,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_S_04","Cromwell","2022-06-27","45°59.277'","74°00.033'","16:58","Seine","S1","Lea",0,0,0,0,6,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"CROM_S_05","Cromwell","2022-06-27","45°59.302'","73°59.902'","19:42","Seine","S1","Juliane",0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_01","Echo","2022-07-19","45°53.625'","74°01.573'","18:04","Minnow_trap","N1","Lea",1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_02","Echo","2022-07-19","45°53.565'","74°01.498'","16:26","Minnow_trap","N2","Lea",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_03","Echo","2022-07-19","45°52.950'","74°00.858'","16:48","Minnow_trap","N3",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_04","Echo","2022-07-19","45°53.637'","74°01.934'","17:51","Minnow_trap","N4","Lea",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_05","Echo","2022-07-19","45°52.733'","74°01.062'","16:59","Minnow_trap","N5",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_06","Echo","2022-07-19","45°52.853'","74°01.010'","16:56","Minnow_trap","N6","Lea",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_07","Echo","2022-07-19","45°53.738'","74°01.764'","16:57","Minnow_trap","N7","Lea",1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_09","Echo","2022-07-19","45°53.307'","74°01.829'","17:33","Minnow_trap","N9","Lea",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_11","Echo","2022-07-19","45°53.491'","74°01.929'","17:44","Minnow_trap","N11","Lea",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_12","Echo","2022-07-19","45°52.962'","74°01.608'","17:23","Minnow_trap","N12","Lea",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_13","Echo","2022-07-19","45°53.429'","74°01.939'","17:40","Minnow_trap","N13","Lea",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_14","Echo","2022-07-19","45°53.025'","74°01.609'","17:24","Minnow_trap","N14",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_15","Echo","2022-07-19","45°53.514'","74°01.963'","17:47","Minnow_trap","N15","Lea",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_16","Echo","2022-07-19","45°52.836'","74°01.670'","17:16","Minnow_trap","N16","Lea",0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0
"ECHO_N_17","Echo","2022-07-19","45°53.249'","74°00.984'","16:38","Minnow_trap","N17",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_S_01","Echo","2022-07-19","45°53.447'","74°01.606'","14:00","Seine","S1","Lea",0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHO_S_02","Echo","2022-07-19","45°53.325'","74°01.656'","14:23","Seine","S1","Juliane",0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"ECHO_S_03","Echo","2022-07-19","45°52.904'","74°01.515'","15:10","Seine","S1","Lea",0,0,0,0,13,4,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,3,0,0,0,0,0,0,0,0
"ECHO_S_04","Echo","2022-07-19","45°53.110'","74°01.090'","15:53","Seine","S1","Lea",0,0,0,0,17,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0
"ECHO_S_05","Echo","2022-07-19","45°53.675'","74°01.608'","18:50","Seine","S1","Charles",0,0,0,0,31,0,0,0,195,0,0,0,0,1,0,1,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0
"ECHO_S_06","Echo","2022-07-19","45°53.624'","74°01.574'","19:30","Seine","S1","Charles",4,0,0,0,31,1,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0
"ECHO_S_07","Echo","2022-07-19","45°53.627'","74°01.574'","19:47","Seine","S1","Juliane",0,0,0,0,12,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,1,0,0,0,0,0,0,0,0
"FOUR_N_01","Fournelle","2022-07-14","45°54.833'","74°02.553'","16:33","Minnow_trap","N1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_02","Fournelle","2022-07-14","45°54.754'","74°02.216'","16:21","Minnow_trap","N2",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_03","Fournelle","2022-07-14","45°54.854'","74°02.287'","16:13","Minnow_trap","N3",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_04","Fournelle","2022-07-14","45°54.780'","74°02.307'","16:24","Minnow_trap","N4","Juliane",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_05","Fournelle","2022-07-14","45°54.954'","74°02.562'","16:46","Minnow_trap","N5","Juliane",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_06","Fournelle","2022-07-14","45°54.922'","74°02.587'","16:45","Minnow_trap","N6","Juliane",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_07","Fournelle","2022-07-14","45°54.863'","74°02.752'","16:40","Minnow_trap","N7",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_09","Fournelle","2022-07-14","45°54.910'","74°02.308'","16:53","Minnow_trap","N9","Juliane",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_11","Fournelle","2022-07-14","45°54.831'","74°02.399'","16:28","Minnow_trap","N11",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_12","Fournelle","2022-07-14","45°54.779'","74°02.166'","16:19","Minnow_trap","N12","Juliane",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_13","Fournelle","2022-07-14","45°54.942'","74°02.428'","16:50","Minnow_trap","N13",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_14","Fournelle","2022-07-14","45°54.941'","74°02.366'","16:31","Minnow_trap","N14","Juliane",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_15","Fournelle","2022-07-14","45°54.901'","74°02.698'","16:43","Minnow_trap","N15",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_16","Fournelle","2022-07-14","45°54.811'","74°02.263'","16:15","Minnow_trap","N16",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_N_17","Fournelle","2022-07-14","45°54.794'","74°02.346'","16:25","Minnow_trap","N17",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_S_01","Fournelle","2022-07-14","45°54.901'","74°02.295'","13:55","Seine","S1","Juliane",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_S_02","Fournelle","2022-07-14","45°54.782'","74°02.658'","14:58","Seine","S1","Charles",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_S_03","Fournelle","2022-07-14","45°54.777'","74°02.657'","15:10","Seine","S1","Charles",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"FOUR_S_04","Fournelle","2022-07-14","45°54.882'","74°02.292'","16:05","Seine","S1","Juliane",0,0,1,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0
"FOUR_S_05","Fournelle","2022-07-14","45°54.876'","74°02.293'","17:00","Seine","S1","Charles",2,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_01","Montaubois","2022-07-04","45°55.337'","74°04.454'","16:35","Minnow_trap","N1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_02","Montaubois","2022-07-04","45°55.164'","74°04.467'","16:41","Minnow_trap","N2",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_03","Montaubois","2022-07-04","45°55.171'","74°04.553'","16:39","Minnow_trap","N3",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_04","Montaubois","2022-07-04","45°55.409'","74°04.285'","16:29","Minnow_trap","N4",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_05","Montaubois","2022-07-04","45°55.229'","74°04.547'","16:37","Minnow_trap","N5","Juliane",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_06","Montaubois","2022-07-04","45°55.281'","74°04.533'","16:35","Minnow_trap","N6","Juliane",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_07","Montaubois","2022-07-04","45°55.293'","74°04.308'","16:18","Minnow_trap","N7","Juliane",0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_09","Montaubois","2022-07-04","45°55.390'","74°04.419'","16:33","Minnow_trap","N9","Juliane",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_11","Montaubois","2022-07-04","45°55.261'","74°04.369'","16:17","Minnow_trap","N11","Juliane",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_12","Montaubois","2022-07-04","45°55.323'","74°04.230'","16:20","Minnow_trap","N12",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_13","Montaubois","2022-07-04","45°55.359'","74°04.113'","16:21","Minnow_trap","N13",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_14","Montaubois","2022-07-04","45°55.427'","74°04.091'","16:25","Minnow_trap","N14",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_15","Montaubois","2022-07-04","45°55.231'","74°04.405'","16:52","Minnow_trap","N15","Juliane",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_16","Montaubois","2022-07-04","45°55.432'","74°04.157'","16:26","Minnow_trap","N16","Juliane",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"MONT_N_17","Montaubois","2022-07-04","45°55.377'","74°04.030'","16:23","Minnow_trap","N17","Juliane",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"MONT_S_01","Montaubois","2022-07-04","45°55.345'","74°04.462'","14:50","Seine","S1","Juliane",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MONT_S_02","Montaubois","2022-07-04","45°55.347'","74°04.462'","15:05","Seine","S1","Charles",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MONT_S_03","Montaubois","2022-07-04","45°55.383'","74°04.444'","15:20","Seine","S1","Juliane",0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0
"MONT_S_04","Montaubois","2022-07-04","45°55.378'","74°04.453'","15:50","Seine","S1","Juliane",0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0
"MONT_S_05","Montaubois","2022-07-04","45°55.365'","74°04.073'","17:28","Seine","S1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_01","Morency","2022-07-11","45°55.782'","74°01.786'","17:05","Minnow_trap","N1","Charles",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_02","Morency","2022-07-11","45°55.718'","74°02.038'","16:20","Minnow_trap","N2","Charles",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_03","Morency","2022-07-11","45°55.872'","74°01.979'","16:45","Minnow_trap","N3","Charles",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_04","Morency","2022-07-11","45°55.790'","74°01.692'","17:00","Minnow_trap","N4","Charles",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_05","Morency","2022-07-11","45°55.677'","74°02.039'","16:26","Minnow_trap","N5","Charles",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_06","Morency","2022-07-11","45°55.873'","74°01.916'","16:47","Minnow_trap","N6","Charles",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_07","Morency","2022-07-11","45°55.778'","74°01.727'","17:03","Minnow_trap","N7","Charles",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_09","Morency","2022-07-11","45°55.728'","74°02.188'","16:40","Minnow_trap","N9","Charles",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_11","Morency","2022-07-11","45°55.533'","74°02.150'","16:30","Minnow_trap","N11","Charles",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_12","Morency","2022-07-11","45°55.830'","74°01.840'","16:51","Minnow_trap","N12","Charles",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_13","Morency","2022-07-11","45°55.818'","74°01.650'","16:56","Minnow_trap","N13","Charles",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_14","Morency","2022-07-11","45°55.693'","74°02.333'","16:38","Minnow_trap","N14","Charles",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_15","Morency","2022-07-11","45°55.821'","74°02.043'","16:42","Minnow_trap","N15","Charles",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_16","Morency","2022-07-11","45°55.753'","74°01.939'","16:10","Minnow_trap","N16","Charles",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_N_17","Morency","2022-07-11","45°55.757'","74°01.880'","16:10","Minnow_trap","N17","Charles",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_S_01","Morency","2022-07-11","45°55.757'","74°01.880'","13:35","Seine","S1","Juliane",0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_S_02","Morency","2022-07-11","45°55.833'","74°01.839'","14:15","Seine","S1","Lea",0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_S_03","Morency","2022-07-11","45°55.855'","74°01.886'","14:45","Seine","S1","Lea",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"MORE_S_04","Morency","2022-07-11","45°55.848'","74°02.018'","15:10","Seine","S1","Juliane",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
