"","N","inf.A.all","inf.MT.all","inf.S.all","inf.T.all","tot.A.all","tot.MT.all","tot.S.all","tot.T.all","prev.A.all","prev.MT.all","prev.S.all","prev.T.all"
"1413",2,0,0,8,11,1,0,70,83,0.5,0.5,0.158333333333333,0.0764119601328904
"1414",2,3,4,1,347,18,6,10,72,0.714285714285714,0.9375,0,0.25
"1415",2,34,11,3,226,11,1,28,150,0.520408163265306,0.4375,0.505263157894737,0.405038015513401
"1416",2,2,2,8,129,7,6,4,624,0.394736842105263,0.110204081632653,0.476190476190476,0.798758580868673
"1417",2,23,1,11,14,26,0,134,528,0.5,0.166666666666667,0.166666666666667,0.719055497067228
"1418",2,0,14,1,130,93,1,71,183,0.5,0.5,0.0350877192982456,0.488095238095238
"1419",2,13,2,1,118,388,7,34,427,0.231285310734463,0.583333333333333,0.349885189437428,0.67693661971831
"1420",2,18,1,14,91,196,2,22,337,0.2,0.5,0.408333333333333,0.289249539594843
"1421",2,0,2,20,131,5,14,272,340,0.568803803160735,0.206349206349206,0.728421052631579,0.5
"1422",2,7,1,5,296,177,0,15,444,0.5,0,0.868421052631579,0.763136925528707
"1423",2,9,0,24,114,122,1,132,927,0.0862919132149901,0.5,0.362068965517241,0.601458477641807
"1424",2,3,2,0,205,102,20,10,130,0.711739130434783,0,0.430072463768116,0.154983388704319
"1425",2,1,0,12,73,25,2,14,131,1,0.109756097560976,0.333333333333333,0.236073975044563
"1426",2,2,1,16,245,0,6,0,1112,0.5,0.161904761904762,0.658333333333333,0.659243200630666
"1427",2,72,0,17,278,0,0,136,463,0.714810924369748,0.5,0.440277777777778,0.597895967270602
"1428",2,38,2,32,31,21,2,277,126,0.384533898305085,0.5,0.503731343283582,0.316695800066141
"1429",2,4,0,18,152,15,4,71,23,0,0,0.50199203187251,0.319386199008769
"1430",2,0,0,66,234,22,2,33,617,0.595833333333333,0.833333333333333,0.86,0.535714285714286
"1431",2,12,2,25,197,2,5,122,56,0.690366972477064,0.5,0,0.369642857142857
"1432",2,1,1,1,16,9,1,14,94,0.600547730829421,0.0107913669064748,0.0204081632653061,0.726038667215138
"1433",2,10,0,6,350,69,1,14,779,1,0.5,0.738888888888889,0.456336440375045
"1434",2,6,0,6,164,1,17,4,78,0.333333333333333,0.454545454545455,0.642857142857143,0.396881609365009
"1435",2,2,3,11,395,7,0,25,245,0.0481625009270934,0.580645161290323,0.439393939393939,0.270833333333333
"1436",2,4,0,13,187,6,3,260,246,0.619817997977755,0.214285714285714,0.54951690821256,0.927790788446526
"1437",2,0,1,40,59,581,3,33,663,0.904761904761905,0.295238095238095,0.933333333333333,0.463771397518341
"1438",2,5,10,6,339,25,18,50,395,0.5,0.5,0.627118644067797,0.15078977940091
"1439",2,0,1,6,115,10,41,14,814,0.4375,0.333333333333333,0.166666666666667,0.467261904761905
"1440",2,4,14,0,480,131,0,3,130,0.928571428571429,0.080327868852459,0.35836627140975,0.358391608391608
"1441",2,2,0,3,111,427,6,9,542,0.0416666666666667,1,0.25,0.38966049382716
"1442",2,17,5,10,2,27,15,347,572,0.295918367346939,0.763157894736842,0.535087719298246,0.690417011875173
"1443",2,74,1,8,17,3,180,22,279,0.633720930232558,0.666666666666667,0.311188811188811,0.481932773109244
"1444",2,8,2,13,85,4,71,99,131,0.277777777777778,0.970588235294118,0.368421052631579,0.502866972477064
"1445",2,0,0,7,337,34,3,58,367,0.166666666666667,0.333333333333333,0.204260651629073,0.508928571428571
"1446",2,6,0,20,205,545,6,7,295,0,0,0.333333333333333,0.883720930232558
"1447",2,NA,1,29,30,37,14,33,266,0.808743169398907,0.5,0,0.429924242424242
"1448",2,4,4,18,570,15,19,25,716,0.206349206349206,0,0.5875,0.684149184149184
"1449",2,1,8,22,3,18,1,268,107,0.142857142857143,0.111111111111111,0.0204081632653061,0.502884962134872
"1450",2,0,0,11,30,NA,11,13,640,0.61,0.7,0.0204081632653061,0.441446208112875
"1451",2,11,3,8,17,3,19,153,108,0,0.5,0.846153846153846,0.180851063829787
"1452",2,192,9,10,148,46,1,11,68,0.114285714285714,0.5,0.651029748283753,0.5
"1453",2,2,17,29,58,19,19,46,123,0.522727272727273,0.0454545454545455,0.00842696629213483,0.451209844852969
"1454",2,1,4,38,14,392,0,40,94,0.5625,0.333333333333333,0.370495931809376,0.362731572723689
"1455",2,9,0,0,133,1,13,30,202,0.787878787878788,0.609756097560976,0.520408163265306,0.952380952380952
"1456",2,0,1,8,33,27,183,124,545,0.733391608391608,0.5,0.381313131313131,0.584288260758849
"1457",2,8,0,3,158,552,47,129,17,0.775862068965517,0.214285714285714,0.346153846153846,0.854166666666667
"1458",2,19,0,2,35,21,0,31,294,0.5,0,0.84,0.516107510484178
"1459",2,0,3,28,292,25,0,66,266,0.333333333333333,0.25,0.440942028985507,0.285017730496454
"1460",2,5,1,23,1,11,14,21,353,0.1,0.098196675119752,0.625,0.287669833486567
"1461",2,14,5,4,0,43,3,12,253,0.285714285714286,0.396825396825397,0.875,0.383720930232558
"1462",2,24,2,13,68,7,5,50,1010,0.785714285714286,0.5,0.5,0.571428571428571
"1463",2,17,0,3,341,95,0,0,380,0.0833333333333333,0.285714285714286,0.0683479532163743,0.185082872928177
"1464",2,275,18,6,15,1,0,61,683,0.583333333333333,0.5,0.5,0.319386199008769
"1465",2,0,1,16,105,24,34,13,449,0.133899340250407,0.5,0.933333333333333,0.46198080533009
"1466",2,7,3,9,13,4,0,18,538,0.454545454545455,0,0.933333333333333,0.172604982796501
"1467",2,0,2,13,37,4,0,70,372,0,0.316655694535879,0.378731343283582,0.798179789117217
"1468",2,0,0,2,36,4,0,184,695,0.833333333333333,0.5,0.611111111111111,0.525862068965517
"1469",2,2,0,25,131,NA,11,26,417,0.5,0.9375,0.564618644067797,0.666666666666667
"1470",2,25,1,1,433,3,32,50,99,0.25,0.507042253521127,0.282608695652174,0.520833333333333
"1471",2,6,7,5,149,33,0,8,855,0.505263157894737,0.875,0.127118644067797,0.40693041786343
"1472",2,26,4,33,3,15,173,61,463,0.34453781512605,0.468206656731247,0,0.236073975044563
"1473",2,3,4,6,119,1,185,50,471,0,0.5,0.158333333333333,0.543474481319785
"1474",2,2,2,7,102,6,19,7,601,0.272727272727273,1,0.9375,0.0216138328530259
"1475",2,9,0,3,2,3,2,147,339,0.375,0,0.642857142857143,0.261083254925781
"1476",2,0,0,11,89,6,41,99,113,0.516042780748663,0.5,0.127118644067797,0.475409836065574
"1477",2,0,0,5,260,1,1,19,551,0.75,0.5,0.652777777777778,0.0357142857142857
"1478",2,17,0,0,65,97,169,13,433,0.302026411657559,0.84,0.5,0.502866972477064
"1479",2,0,8,9,33,34,43,27,259,0.0186310479247879,0.533333333333333,0.00373134328358209,0.278688524590164
"1480",2,NA,0,2,192,0,0,25,501,0.128968253968254,0.541666666666667,0.471794871794872,0.399089282810213
"1481",2,4,0,17,227,29,25,32,110,1,1,0.658333333333333,0.322115384615385
"1482",2,1,0,10,207,181,18,69,186,0.506944444444444,0.84,0.782608695652174,0.0851973060140391
"1483",2,2,0,5,245,0,15,53,294,0.5,0,0.368421052631579,0.0406976744186047
"1484",2,4,0,15,69,37,1,56,61,0.482857142857143,0.545454545454545,0.433333333333333,0.166666666666667
"1485",2,19,18,24,121,6,3,15,43,0.305555555555556,1,0.625,0.325757575757576
"1486",2,16,0,12,215,21,0,20,188,0.642857142857143,0.5,0.666666666666667,0.319721115537849
"1487",2,114,3,17,243,26,4,15,225,0.402310924369748,0.4375,0.125,0.778138528138528
"1488",2,18,2,3,116,178,7,8,303,0.666666666666667,0.2,0.558333333333333,0
"1489",2,1,16,11,423,0,0,45,680,0.619047619047619,0.510791366906475,1,0.459067802205057
"1490",2,16,6,6,17,355,9,11,538,0.5,0.545454545454545,0.875,0.119642857142857
"1491",2,NA,3,8,30,3,7,10,582,1,0.33629191321499,0.438405797101449,0.395762742412227
"1492",2,0,1,2,38,12,2,360,165,0.335325365205843,0,0.271739130434783,0.463616907437132
"1493",2,0,0,15,212,24,1,19,862,0,0,0.635375494071146,0.38312324929972
"1494",2,NA,3,20,143,4,0,274,458,0.583333333333333,0,0.615942028985507,0.622242461040275
"1495",2,0,0,27,186,4,3,17,716,0,0.109756097560976,0.625,0.516107510484178
"1496",2,1,4,4,33,102,14,6,510,0.0588235294117647,0,0.328063241106719,0.652918069584736
"1497",2,16,6,25,36,NA,2,43,372,0.366666666666667,0.0833333333333333,0.5,0.468452380952381
"1498",2,3,1,5,121,1,8,3,192,0.413978494623656,0.545454545454545,0.520408163265306,0.60731714444347
"1499",2,9,10,12,404,408,15,98,416,0.392063492063492,0.570588235294118,0.316666666666667,0.261083254925781
"1500",2,31,0,4,67,1,6,9,728,0,0.5,0.863636363636364,0.26123595505618
"1501",2,0,1,2,225,14,139,32,318,0.277310924369748,0.9375,0.362068965517241,0.649194392132245
"1502",2,69,2,18,305,48,13,276,738,0.604166666666667,0.333333333333333,0.512820512820513,0.475409836065574
"1503",2,148,5,1,178,23,24,16,22,0.0697211155378486,0.464285714285714,0.625,0.322769953051643
"1504",2,NA,0,2,13,12,1,49,469,0.333333333333333,0,0.8375,0.83610188261351
"1505",2,4,11,19,133,34,19,26,388,0.383720930232558,0.333333333333333,0.271739130434783,0.358391608391608
"1506",2,0,9,3,55,3,16,231,329,0.5,0,0.288461538461538,0.537909836065574
"1507",2,0,0,10,13,0,8,27,222,0.86,0.833333333333333,0.5,0.385269953051643
"1508",2,3,0,37,333,NA,1,5,61,0.125,1,0.365628395508874,0.510840448685753
"1509",2,25,2,2,143,183,3,9,288,0.375,0.109756097560976,0.00373134328358209,0.653473575604723
"1510",2,0,4,18,309,169,5,23,22,0.306451612903226,0.517857142857143,0,0.347371408610602
"1511",2,0,0,27,18,15,37,9,299,0.325757575757576,0.6,0.25,0.398799781778505
"1512",2,9,1,32,3,10,4,132,181,0.0406976744186047,0.0029585798816568,0.94,0.405334763085584
"1513",2,9,0,17,34,25,3,0,259,0.25,0.5,0.667624521072797,0.493078626799557
"1514",2,4,0,2,118,16,0,11,322,0.652918069584736,0.285714285714286,0.34,0.445459579180509
"1515",2,0,1,20,414,4,0,7,110,0.5,0.714285714285714,0.277310924369748,0.270833333333333
"1516",2,6,5,1,165,143,34,6,642,0.398823529411765,0.5,0.277310924369748,0.788482834994463
"1517",2,0,2,17,340,56,1,95,837,0.5,0.5,0.520408163265306,0.880171740827479
"1518",2,3,3,36,194,7,169,120,570,1,0.714285714285714,0.666666666666667,0.0779761904761905
"1519",2,1,0,26,73,25,7,15,303,0.5,0.45,0.375,0.383720930232558
"1520",2,0,3,14,221,89,8,11,987,0.5,0,0.489974937343358,0.125780499519693
"1521",2,0,3,17,92,35,34,367,397,0.375862068965517,0,0.00199203187250996,0.585612968591692
"1522",2,2,2,25,295,145,0,168,714,0.467948717948718,0.330645161290323,0.933333333333333,0.428112723929457
"1523",2,15,2,9,16,19,13,398,640,0.130849987351379,0.5,0.5,0.395478691295424
"1524",2,18,2,2,15,84,0,30,559,0.5,0.517857142857143,0.666666666666667,0.229184673004898
"1525",2,0,0,0,83,0,1,30,227,0.538461538461538,0.785714285714286,0.489187609585038,0.4970236689186
"1526",2,2,5,23,143,11,9,4,303,0,0.510204081632653,0.00694444444444444,0.424418604651163
"1527",2,2,2,18,279,0,1,60,128,0.666666666666667,0.502958579881657,0.437826541274817,0.132221115537849
"1528",2,1,13,72,59,4,6,64,95,0.340277777777778,0.916666666666667,0.772727272727273,0.405334763085584
"1529",2,13,6,29,4,144,5,7,647,0.166666666666667,0.517857142857143,0.7775,0.369642857142857
"1530",2,0,2,13,53,2,17,48,702,0,0.485714285714286,0.75,0.233424908424908
"1531",2,16,1,2,111,0,7,375,631,0,0.833333333333333,0.166666666666667,0.383720930232558
"1532",2,NA,2,1,89,2,18,5,355,0.5,1,0.363636363636364,0.61764705882353
"1533",2,56,0,51,73,132,0,44,16,0.566666666666667,0.875,0.127118644067797,0.0112359550561798
"1534",2,74,1,3,266,311,0,30,735,0,0.7,0.438405797101449,0.820028011204482
"1535",2,3,4,2,131,44,3,35,504,0.214285714285714,0.5,0.333333333333333,0.180851063829787
"1536",2,58,3,14,49,0,3,48,449,0.583333333333333,0.5,0.505263157894737,0.653473575604723
"1537",2,35,3,32,75,47,14,119,131,0.0102040816326531,0,0.506944444444444,0.678802897445673
"1538",2,93,2,10,17,183,0,12,63,0.373684210526316,0.5,0.84,0.052847324496809
"1539",2,5,1,0,187,7,3,44,551,0.792207792207792,0.5,0.606060606060606,0.105435401252134
"1540",2,0,0,5,6,0,0,10,142,0,1,0,0.486645791121754
"1541",2,0,1,66,85,4,6,5,383,0.381613832853026,0.5,0,0.0730854197349043
"1542",2,0,0,23,34,3,0,8,241,0.428571428571429,0.84,0.158333333333333,0.778688524590164
"1543",2,24,0,0,72,NA,8,5,413,0.5,0.0806451612903226,0.468421052631579,0.404761904761905
"1544",2,277,0,7,50,347,3,136,488,0.0454545454545455,0.609756097560976,0.717310924369748,0.80116741182315
"1545",2,4,3,3,114,268,5,19,32,0.0666666666666667,0.75,0.00526315789473684,0.67032967032967
"1546",2,4,0,6,296,0,0,67,123,0.440366972477064,0.5,0.773333333333333,0.525862068965517
"1547",2,NA,0,13,69,0,0,2,484,0.51123595505618,0.0806451612903226,0.833333333333333,0.153521141230923
"1548",2,NA,22,13,67,27,31,14,412,0.5,0.5,0.0350877192982456,0.363128709778194
"1549",2,75,9,18,32,95,0,347,175,0.183809643711444,0.5,0.5,0.396881609365009
"1550",2,0,10,4,131,35,3,27,392,0.575757575757576,0.5,0.512820512820513,0.442133038782523
"1551",2,7,5,19,146,NA,19,4,286,0.5,0,0.333333333333333,0.539982616253803
"1552",2,21,0,29,275,34,3,28,23,0.00199203187250996,0.0833333333333333,0.4375,0.0573281185673117
"1553",2,12,10,5,93,102,0,5,705,0.285714285714286,0.970588235294118,0.84,0.802570329892734
"1554",2,0,4,4,282,42,8,14,814,0.837209302325581,0.954545454545455,0.160087719298246,0.404761904761905
"1555",2,5,0,5,3,32,12,5,151,0.75,0.833333333333333,0.0794889190411578,0.510088088014913
"1556",2,6,0,7,36,0,9,85,364,0.239285714285714,0.0952380952380952,0.642608695652174,0.510840448685753
"1557",2,0,14,25,30,38,9,5,107,0,0.785714285714286,0.193421052631579,0.201628423915745
"1558",2,0,0,36,79,46,9,37,68,0.44,0.5,0.433333333333333,0.361471861471861
"1559",2,20,1,4,71,16,0,5,319,0,0,1,0.680425506696693
"1560",2,84,2,9,17,132,0,362,469,0.5,0.5,0.00694444444444444,0.423887782204515
"1561",2,0,0,0,39,6,1,18,21,0.580645161290323,0,0.870833333333333,0.196318827984357
"1562",2,NA,3,1,1,102,3,8,143,0.56140350877193,0.5,0.00694444444444444,0.359405032325703
"1563",2,19,1,7,17,7,3,0,529,0.469548872180451,0.510204081632653,0.34,0.625449845405241
"1564",2,0,0,22,18,3,4,74,367,0.350791366906475,1,0.00199203187250996,0.391537800687285
"1565",2,0,0,9,152,119,6,28,551,0.5,0.5,0.928571428571429,0.774414850686037
"1566",2,3,2,2,338,46,0,118,207,0.875,0.375,0.627118644067797,0.278688524590164
"1567",2,20,3,15,17,136,5,9,224,0.0871212121212121,0.785714285714286,0.378461538461539,0.545109211775878
"1568",2,0,6,1,36,9,13,29,639,0.5625,0.5,0.5,0.5
"1569",2,18,1,23,240,294,9,58,149,0.5,0.611111111111111,0.137161084529506,0.216565349544073
"1570",2,0,2,4,121,1,1,7,68,0,0.5,0.666666666666667,0.569721115537849
"1571",2,2,10,34,120,19,2,9,260,0.5,0.375,0.633808095952024,0.581556898928837
"1572",2,11,0,69,333,204,0,3,121,0.5,0.5,0.333142639206712,0.363467627470248
"1573",2,5,5,3,250,NA,19,105,575,0.0174682223487004,0.770833333333333,0.36,0.554550593555681
"1574",2,0,7,1,51,89,9,27,509,0.205263157894737,0.126099706744868,0.505263157894737,0.354166666666667
"1575",2,NA,0,18,75,251,5,13,565,0.5,0.5,0.0491858887381275,0.216565349544073
"1576",2,14,2,72,1,10,214,0,8,0,0.111111111111111,0,0.229166666666667
"1577",2,0,0,1,50,34,44,13,17,0,0.0666666666666667,0.503731343283582,0.217948717948718
"1578",2,0,8,13,49,218,196,19,185,0.36437074829932,0.475,0.430072463768116,0.299368587213891
"1579",2,2,1,7,71,7,0,65,433,0.00704225352112676,0.5,0.706153846153846,0.313233202986136
"1580",2,0,0,0,209,16,9,228,639,1,0.611111111111111,0.633808095952024,0.660492708993751
"1581",2,11,2,86,82,2,9,6,259,0.158333333333333,0.375,0.5,0.369627563447788
"1582",2,16,4,3,343,34,6,28,390,0.217156862745098,0.6,0.125,0.348409640128013
"1583",2,2,5,16,69,549,6,29,23,0.3125,0.8125,0.166666666666667,0.927790788446526
"1584",2,1,4,7,130,28,8,81,22,0,0.7,0.86,0.298573975044563
"1585",2,1,21,0,292,0,9,157,296,0.0029585798816568,0.625,0.666666666666667,0.767527466304225
"1586",2,1,2,10,304,426,12,27,743,0.9375,1,0.625,0.166666666666667
"1587",2,274,1,18,74,36,38,29,167,0.464285714285714,0.75,0.362068965517241,0.775862068965517
"1588",2,0,1,11,41,253,15,13,735,0.362068965517241,0.580645161290323,0.44,0.332453101233733
"1589",2,0,0,14,70,2,1,0,95,0.75,0.875,0.0827020202020202,0.512896876780442
"1590",2,3,4,14,20,0,13,1,732,0.86764705882353,1,0.16359649122807,0.604166666666667
"1591",2,3,5,1,288,26,1,51,296,0.65,0.75,0,0.681161561443252
"1592",2,18,1,3,212,33,8,310,422,0.82716049382716,0.2,0.282608695652174,0.648527528809219
"1593",2,0,1,0,88,203,173,52,469,0.625,0,0.611111111111111,0.486073975044563
"1594",2,60,0,29,84,1,1,33,17,0.212509279881218,0.5,0.295454545454545,0.430147058823529
"1595",2,2,0,17,46,15,6,60,683,0.82716049382716,0.5,0.34,0.311576354679803
"1596",2,29,4,8,60,132,7,13,222,0.263157894736842,1,0.305555555555556,0.398799781778505
"1597",2,5,3,22,69,1,17,277,218,0.5,0.5,0.271739130434783,0.539982616253803
"1598",2,24,0,23,76,17,8,2,159,0.975409836065574,1,0.127118644067797,0.182142857142857
"1599",2,10,0,23,334,NA,11,34,69,0.875,0.428571428571429,0.505263157894737,0.369642857142857
"1600",2,18,1,47,68,27,11,4,637,0.375,0.1,0.86,0.295081967213115
"1601",2,8,0,4,51,NA,20,15,695,0.7,0.75,1,0.630028735632184
"1602",2,3,0,12,101,32,14,23,300,0.36,0.5,0.508426966292135,0.405018192844148
"1603",2,6,0,19,187,4,0,37,61,0.368421052631579,0.263157894736842,0.318181818181818,0.289924479646344
"1604",2,0,0,23,280,152,21,8,463,0.595238095238095,0.4375,0.293785310734463,0.383720930232558
"1605",2,1,4,9,33,28,22,10,631,0.707259953161592,1,0.0454545454545455,0.38312324929972
"1606",2,9,0,24,75,72,10,28,433,0.34,0.311111111111111,0.541666666666667,0.351749539594843
"1607",2,0,1,12,92,69,1,246,131,0.458161988199535,0.916666666666667,0.733333333333333,0.13589954713874
"1608",2,0,0,9,77,42,2,12,515,0.0107913669064748,0.0666666666666667,0.025671321160043,0.337209302325581
"1609",2,192,0,1,163,54,7,66,422,0.520833333333333,0.333333333333333,0.777777777777778,0.512896876780442
"1610",2,10,3,3,280,94,2,18,296,0.854166666666667,0,1,0.0779761904761905
"1611",2,2,16,38,279,1,6,50,629,0.720588235294118,0,0.665555555555556,0.316559743384122
"1612",2,2,0,10,191,88,8,136,190,0,0.0833333333333333,0,0.334005908107823
"1613",2,1,9,23,109,19,196,44,151,0.508426966292135,0.5,1,0.295136778115502
"1614",2,19,2,13,16,10,20,9,146,0.723214285714286,1,0.86,0.61764705882353
"1615",2,7,3,4,13,5,9,50,94,0.5,0.5,0.5,0.383720930232558
"1616",2,3,2,6,14,24,1,10,380,0.495081967213115,0.142857142857143,0.782608695652174,0.45493352230546
"1617",2,0,2,3,45,542,10,34,640,0,1,0.25,0.360141087072262
"1618",2,15,0,2,15,0,25,52,474,0.00373134328358209,0.454545454545455,0,0.348445257381761
"1619",2,1,11,2,46,7,1,58,239,0.5,0.916666666666667,0.368421052631579,0.572033898305085
"1620",2,0,0,8,2,4,2,8,295,0.333333333333333,0.0666666666666667,0.868421052631579,0.445355191256831
"1621",2,0,0,17,267,52,0,141,255,0.416666666666667,0.311111111111111,0,0.278688524590164
"1622",2,3,0,11,230,48,204,23,102,0.381308261009322,1,0,0.60444610034774
"1623",2,0,0,4,28,6,0,70,790,0.507042253521127,0.5,0.8,0.375780499519693
"1624",2,0,0,4,91,6,0,24,220,0.545454545454545,0.333333333333333,0.513257575757576,0.0373711340206186
"1625",2,1,1,4,116,4,1,8,700,0.462509279881217,0.964285714285714,0.368421052631579,0.680851063829787
"1626",2,2,5,25,104,9,41,29,335,0.653473575604723,1,0.449275362318841,0.319721115537849
"1627",2,75,9,17,5,29,0,25,487,0.416666666666667,0.5,0.75,0.741971207087486
"1628",2,1,0,7,129,11,10,228,86,0.272727272727273,0.6,0.375,0.131907308377897
"1629",2,5,0,29,308,0,34,120,86,0.545081967213115,0.395470383275261,0.5,0.375780499519693
"1630",2,NA,0,0,116,0,4,28,626,0.625,0.625714285714286,0.65,0.383720930232558
"1631",2,3,3,11,53,6,34,13,372,0.904761904761905,0.5,0.368426966292135,0.525058275058275
"1632",2,NA,0,0,309,8,22,16,463,0.5,0.128968253968254,0.363636363636364,0.0406976744186047
"1633",2,4,17,1,46,NA,28,122,302,0.446944444444444,0.763157894736842,0.5,0.503875968992248
"1634",2,NA,4,0,334,15,4,60,63,0.964285714285714,0.25,0.5,0.646335583413693
"1635",2,6,1,1,158,0,6,15,14,0.34341620626151,0.5,0.285737890661883,0.285714285714286
"1636",2,43,1,18,93,699,11,18,32,0.361111111111111,0.7,0.0818116720372359,0.338362068965517
"1637",2,0,9,29,380,0,5,72,855,0,0.84,0.0757575757575758,0.506608639587363
"1638",2,18,1,0,114,25,14,269,553,0.5625,1,0.428571428571429,0.57716049382716
"1639",2,4,4,1,317,81,1,7,147,0.65,0.5,0.535087719298246,0.621218036306851
"1640",2,0,1,0,1,88,71,274,198,0.617892976588629,0.625,0.271739130434783,0.416666666666667
"1641",2,18,0,39,131,2,6,28,146,0.39047619047619,0.0666666666666667,0.65,0.382855191256831
"1642",2,5,17,1,117,18,6,12,52,0.333333333333333,0.260204081632653,0.367332123411978,0.762400870782149
"1643",2,1,0,5,7,14,28,0,190,0.5,1,0.75,0.652918069584736
"1644",2,3,0,2,7,20,7,14,547,0.0107913669064748,0.5,0.433333333333333,0.295081967213115
"1645",2,1,1,0,1,NA,4,14,428,0,0.1,0.49890350877193,0.348409640128013
"1646",2,NA,8,21,14,7,14,4,320,0.8125,0.84,0.0614035087719298,0.408344733242134
"1647",2,262,4,24,93,278,1,28,78,0.952380952380952,0.5,0.177944862155388,0.512896876780442
"1648",2,NA,4,22,148,13,4,20,88,0.5,0.558823529411765,0.505263157894737,0.47608125819135
"1649",2,0,14,19,1,11,15,46,294,0.551282051282051,0.5,0.772727272727273,0.522102067918801
"1650",2,4,18,7,36,NA,0,9,183,1,0.580645161290323,0.12699203187251,0.82716049382716
"1651",2,NA,7,7,305,10,0,19,647,0.0757575757575758,0,1,0.258646392367323
"1652",2,18,4,8,129,71,1,300,214,0.14989939637827,0.5,0.708333333333333,0.50785282597982
"1653",2,0,0,2,17,0,4,74,169,0.970588235294118,0.0107913669064748,0.642857142857143,0.420238095238095
"1654",2,1,0,0,8,5,4,107,172,0.214285714285714,0.5,0,0.362874779541446
"1655",2,1,3,27,34,12,0,21,124,0.566666666666667,0.5,0.710644257703081,0.185082872928177
"1656",2,17,18,3,357,1,4,1,246,0.0373711340206186,0.25,0.5,0.233424908424908
"1657",2,5,0,13,67,0,211,266,320,0.822033898305085,1,0.00373134328358209,0.489752086401571
"1658",2,0,0,8,288,565,2,106,268,0.65,0.416666666666667,0.388829215896885,0.730519480519481
"1659",2,15,0,12,72,6,0,4,429,0.376172728441074,0.0806451612903226,0.555335968379447,0.488095238095238
"1660",2,0,0,1,2,13,51,13,268,0.44,1,0.541666666666667,0.246193022663611
"1661",2,17,24,5,7,0,6,28,416,0.535087719298246,0.34,0.782608695652174,0.0216138328530259
"1662",2,68,0,16,17,7,4,46,837,0.0136612021857923,0.5,0.717310924369748,0.659979255377225
"1663",2,0,0,26,102,24,2,6,716,0.5,0.964285714285714,0.863636363636364,0.659243200630666
"1664",2,20,2,2,178,15,2,51,519,1,0.7,0.407523510971787,0.646335583413693
"1665",2,10,0,20,127,18,1,4,191,0.407523510971787,0.166666666666667,0.368421052631579,0.0841138328530259
"1666",2,192,1,9,273,0,18,1,61,0.538461538461538,0.306451612903226,0,0.192087018885967
"1667",2,0,0,23,50,11,31,39,559,0,0.34,0.658333333333333,0.41059583296806
"1668",2,0,0,9,250,74,42,7,548,0.267857142857143,0.142857142857143,0.512068965517241,0.576340326340326
"1669",2,58,0,11,34,2,4,19,908,0.0204081632653061,0.333333333333333,0.625,0.052847324496809
"1670",2,7,18,1,281,44,1,11,126,0,0.5,0.5,0.502884962134872
"1671",2,2,2,6,0,9,0,12,188,0.131944444444444,0,0.761904761904762,0.343647731158111
"1672",2,4,0,6,62,21,14,40,183,1,0.396825396825397,0.625,0.217948717948718
"1673",2,0,5,36,59,0,2,607,266,0.822033898305085,0.214285714285714,0.4,0.337209302325581
"1674",2,3,5,4,91,6,6,137,239,0.464285714285714,0.75,0.0153714107365793,0.83610188261351
"1675",2,2,3,1,209,25,0,2,116,0.5,0.797619047619048,0.84,0.589695550351288
"1676",2,17,2,41,110,3,0,4,200,0.299375487900078,0.5,0.0350877192982456,0.415997859818085
"1677",2,15,19,5,292,106,2,62,322,0.5,0.702380952380952,0.9,0.825757575757576
"1678",2,0,0,2,308,12,0,20,449,0,0.75,0.0633955406444398,0.243351063829787
"1679",2,2,3,1,207,41,15,15,149,0.933333333333333,0.970588235294118,0.50199203187251,0.361471861471861
"1680",2,0,0,21,139,20,1,44,488,0.916666666666667,0.470588235294118,0,0.679924242424242
"1681",2,NA,0,2,68,321,200,363,8,0.538461538461538,0.6,0.5,0.0357142857142857
"1682",2,0,0,5,161,1,0,14,200,0.277002288329519,0.875,0.397156684815487,0.180851063829787
"1683",2,0,7,25,187,330,4,11,61,0.467118644067797,0.257042253521127,0.166760299625468,0.608391608391608
"1684",2,206,0,4,17,17,0,26,186,0.369047619047619,0.5,0.368421052631579,0.662729026036644
"1685",2,3,2,6,129,4,207,63,158,1,0.833333333333333,0.127118644067797,0.426200564971751
"1686",2,0,10,4,20,13,7,8,812,0.5,0.135791366906475,0.658333333333333,0.571428571428571
"1687",2,20,3,9,46,5,19,19,33,0.0136612021857923,0,0.50199203187251,0.483342613214551
"1688",2,10,1,17,3,2,17,57,545,0.35444610034774,0.625,0.782608695652174,0.144864341085271
"1689",2,15,2,5,3,14,6,370,333,0.5,1,0.5,0.289924479646344
"1690",2,0,4,86,68,139,1,11,451,0.321927803379416,0,0.4375,0.548498122653317
"1691",2,6,6,17,105,4,41,53,129,0.0416666666666667,0.142857142857143,0.333333333333333,0.0406976744186047
"1692",2,4,2,28,73,15,10,7,113,0.34,0.263157894736842,0.535087719298246,0.253663003663004
"1693",2,0,0,13,58,54,2,270,233,0,0.304824561403509,0.375,0.125521669341894
"1694",2,31,0,13,97,25,8,78,266,0.829545454545455,0.111111111111111,0.00373134328358209,0.103197674418605
"1695",2,207,2,20,35,1,9,60,75,0.4,0.5,0.50199203187251,0.506608639587363
"1696",2,0,16,0,264,1,0,49,179,0.295081967213115,0.510204081632653,1,0.455843162953255
"1697",2,0,3,14,67,426,37,69,624,0.5,0,0.513257575757576,0.3745804363462
"1698",2,92,16,18,87,23,10,99,268,0.833333333333333,0.833333333333333,0.428571428571429,0.758928571428571
