"Lake","Sampling_ID","Date","Site_latitude","Site_longitude","Cloud_cover","Sampling_time","Sampling_method","Gear_ID","Identifier","tot_AmRu","tot_FuDi","tot_MiDo","tot_Centrarchidae","tot_LeGi","tot_PeFl","tot_PiPr","tot_ChrosomusSpp.","tot_PiNo","tot_Cyprinidae","tot_SeAt","tot_LuCo","tot_AmNe","tot_CaCo","tot_EsMa","tot_UmLi","tot_RhAt","inf_AmRu","inf_FuDi","inf_MiDo","inf_Centrarchidae","inf_LeGi","inf_PeFl","inf_PiPr","inf_ChrosomusSpp.","inf_PiNo","inf_Cyprinidae","inf_SeAt","inf_LuCo","inf_AmNe","inf_CaCo","inf_EsMa","inf_UmLi","inf_RhAt","Trunk","Silt","Sand","Rock","Boulder","Macrophyte","Site_depth","Temperature","Conductivity","DO","Turbidity","pH","TOC","TN","TP","Watershed","Lake_latitude","Lake_longitude","Lake_area","Max_depth","Mean_depth","WRT","Drainage_area","Elevation","Perimeter","Connectivity"
"Coeur","COEU_N_09","2022-07-15",45.97125,-74.008,NA,"17:15","Minnow_trap","N9","Juliane",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_11","2022-07-15",45.9655333333333,-74.00405,NA,"16:34","Minnow_trap","N11","Juliane",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_12","2022-07-15",45.9702666666667,-74.0084833333333,NA,"16:18","Minnow_trap","N12",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_13","2022-07-15",45.9656833333333,-74.0074833333333,NA,"16:39","Minnow_trap","N13",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_14","2022-07-15",45.9714166666667,-74.0057333333333,NA,"17:58","Minnow_trap","N14","Juliane",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_15","2022-07-15",45.9680333333333,-74.0127,NA,"17:06","Minnow_trap","N15",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_16","2022-07-15",45.9674166666667,-74.00805,NA,"16:24","Minnow_trap","N16",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_17","2022-07-15",45.9638666666667,-74.0094166666667,NA,"16:44","Minnow_trap","N17",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_S_01","2022-07-15",45.9702666666667,-74.0115,NA,"14:10","Seine","S1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_S_02","2022-07-15",45.9688833333333,-74.0166333333333,NA,"14:45","Seine","S1","Juliane",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_S_03","2022-07-15",45.96905,-74.0138833333333,NA,"15:05","Seine","S1","Charles",0,0,0,0,57,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,10,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_S_04","2022-07-15",45.9683166666667,-74.01875,NA,"15:35","Seine","S1","Juliane",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_S_05","2022-07-15",45.9711,-74.0036166666667,NA,"16:00","Seine","S1","Charles",0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_S_06","2022-07-15",45.971,-74.0035333333333,NA,"17:24","Seine","S1","Charles",0,0,0,0,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_T_01","2022-08-25",45.9713,-74.0082166666667,60,"11:26","Transect",NA,"Juliane_Charles",0,0,55,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,53,0,0,0,0,0,0,0,0,0,0,0,0,80,43,0,27.5,29.5,2.3,187.5,23.6,53.8,8.37,0.29,7.38,5.75,419.45,9.551,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_T_02","2022-08-25",45.9703333333333,-74.0087666666667,30,"10:53","Transect",NA,"Charles_Juliane",0,0,13,0,71,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,66,7,0,0,0,0,0,0,0,0,0,0,0,16,36.5,0,29.8,33.7,22,62.5,23.3,53.5,8.38,0.33,7.25,5.63,370.43,8.4576,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_01","2022-07-15",45.9669333333333,-74.00525,NA,"16:28","Minnow_trap","N1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_02","2022-07-15",45.9678666666667,-74.01475,NA,"17:01","Minnow_trap","N2","Juliane",0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Cornu","CORN_N_01","2022-06-28",45.8855666666667,-74.0056,NA,"16:26","Minnow_trap","N1","Charles",0,0,1,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_02","2022-06-28",45.8811,-73.99785,NA,"16:48","Minnow_trap","N2",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_03","2022-06-28",45.8821833333333,-74.0021666666667,NA,"16:14","Minnow_trap","N3",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_04","2022-06-28",45.8845666666667,-73.9967666666667,NA,"16:43","Minnow_trap","N4",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_11","2022-06-28",45.8825666666667,-74.0006166666667,NA,"16:35","Minnow_trap","N11","Charles",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_12","2022-06-28",45.87985,-73.9978166666667,NA,"16:53","Minnow_trap","N12",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_13","2022-06-28",45.884,-74.0020666666667,NA,"16:31","Minnow_trap","N13",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_14","2022-06-28",45.8800833333333,-74.0023333333333,NA,"16:06","Minnow_trap","N14",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_15","2022-06-28",45.8805,-73.99695,NA,"16:50","Minnow_trap","N15",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_16","2022-06-28",45.8799666666667,-74.0035833333333,NA,"16:08","Minnow_trap","N16",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_17","2022-06-28",45.8847833333333,-74.0056,NA,"16:23","Minnow_trap","N17",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_S_01","2022-06-28",45.88,-74.00335,NA,"13:00","Seine","S1","Charles",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_S_02","2022-06-28",45.88015,-74.0036,NA,"15:20","Seine","S1","Juliane",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_05","2022-06-28",45.8796166666667,-73.9992333333333,NA,"16:55","Minnow_trap","N5",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_06","2022-06-28",45.8845166666667,-74.0050333333333,NA,"16:20","Minnow_trap","N6",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_07","2022-06-28",45.8829666666667,-73.9978833333333,NA,"16:45","Minnow_trap","N7",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_N_09","2022-06-28",45.88415,-73.9988,NA,"16:40","Minnow_trap","N9","Charles",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_T_01","2022-08-18",45.8824833333333,-74.0023,100,"12:10","Transect",NA,"Charles_Juliane",0,0,39,0,62,1,0,0,0,20,0,0,0,0,0,0,0,0,0,13,0,55,0,0,0,0,0,0,0,0,0,0,0,0,380,62,0,1,37,0,370,22.6,147.8,8.69,0.74,7.33,3.97,324.83,6.9125,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_T_02","2022-08-18",45.8848333333333,-74.00565,100,"10:09","Transect",NA,"Charles_Lea",0,0,6,0,289,0,0,0,0,131,0,0,0,0,0,0,0,0,0,3,0,272,0,0,0,0,0,0,0,0,0,0,0,0,45,100,0,0,0,25,39.5,22.5,149.6,8,0.41,6.87,4.05,292.91,7.6265,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_T_03","2022-08-18",45.8854166666667,-74.0055333333333,90,"10:42","Transect",NA,"Lea_Charles",0,0,9,0,179,2,0,0,0,371,0,0,0,0,0,0,0,0,0,6,0,141,1,0,0,0,0,0,0,0,0,0,0,0,11,97.4,0,0,2.6,75.5,44.5,22.6,152.3,8.1,1.34,6.77,4.05,374.99,13.9793,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_T_04","2022-08-18",45.8826666666667,-73.9998166666667,100,"11:30","Transect",NA,"Juliane_Charles",0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,65.5,16.5,14.9,45,22.6,147.8,9.1,0.13,7.61,4.13,357.89,8.7511,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_S_03","2022-06-28",45.8845166666667,-73.9965666666667,NA,"18:10","Seine","S1","Lea",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Cornu","CORN_S_04","2022-06-28",45.8844166666667,-73.996,NA,"18:40","Seine","S1","Juliane",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornu",45.8813888888889,-74.0005555555556,0.218,15.3,6.3,2.3,1.059,236.8,3532.96,845.637
"Corriveau","CORR_T_01","2022-08-11",45.9767166666667,-74.00235,30,"10:07","Transect",NA,"Juliane_Lea",0,0,0,0,51,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,108,77.5,0,14,8.5,35,107,20.3,19.1,8.06,0.49,5.76,8.42,400.07,12.4658,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_T_02","2022-08-11",45.9764833333333,-74.0001333333333,80,"10:50","Transect",NA,"Lea_Juliane",0,0,0,0,85,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,33,57.5,6,12,24.5,27.5,89.5,21,19.1,8.27,0.39,6.1,8.25,394.37,14.9332,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_11","2022-06-15",45.97825,-74.00035,NA,"15:05","Minnow_trap","N11","Juliane",0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_12","2022-06-15",45.9775,-74.0028833333333,NA,"15:15","Minnow_trap","N12","Juliane",0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_09","2022-06-15",45.9783666666667,-74.0001833333333,NA,"15:03","Minnow_trap","N9","Juliane",0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_10","2022-06-15",45.9766166666667,-74.0008833333333,NA,"15:21","Minnow_trap","N10","Juliane",0,0,0,0,19,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_15","2022-06-15",45.9771,-73.9994166666667,NA,"15:26","Minnow_trap","N15","Juliane",0,0,0,0,0,0,0,1,0,0,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_S_01","2022-06-15",45.9786666666667,-73.9992,NA,"10:00","Seine","S1","Charles",0,0,0,0,2,0,0,0,0,0,3,263,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_S_02","2022-06-15",45.9782666666667,-74.00045,NA,"11:00","Seine","S1","Charles",0,0,0,0,16,0,0,0,0,0,6,36,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_S_03","2022-06-15",45.9770333333333,-73.9993166666667,NA,"13:32","Seine","S1","Charles",0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_S_04","2022-06-15",45.9775,-74.0030833333333,NA,"13:50","Seine","S1","Charles",0,0,0,0,4,0,0,0,0,1,2,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_06","2022-06-15",45.9767666666667,-74.0020166666667,NA,"15:19","Minnow_trap","N6","Juliane",0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_07","2022-06-15",45.9781166666667,-74.0006666666667,NA,"15:07","Minnow_trap","N7",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_08","2022-06-15",45.9768833333333,-74.0025333333333,NA,"15:17","Minnow_trap","N8","Juliane",0,0,0,0,17,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_14","2022-06-15",45.9770666666667,-74.0030333333333,NA,"15:16","Minnow_trap","N14","Juliane",0,0,0,0,8,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_01","2022-06-15",45.97795,-74.0014,NA,"15:10","Minnow_trap","N1","Juliane",0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_02","2022-06-15",45.9766333333333,-73.9992333333333,NA,"15:24","Minnow_trap","N2","Juliane",0,0,0,0,2,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
"Corriveau","CORR_N_13","2022-06-15",45.9778166666667,-73.9989666666667,NA,"15:30","Minnow_trap","N13","Juliane",0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.9772222222222,-74.0008333333333,0.057,14.4,6.8,0.06,11.23,324.5,1332.07,959.488
