"Fishing_ID","Species_ID","Lake","Date","Latitude","Longitude","Start_time","Gear_type","Gear_ID","Identifier","Abund_inf","Abund_tot"
"CROM_S_05","LeGi","Cromwell","2022-06-27","45°59.302'","73°59.902'","19:42","Seine","S1","Juliane",18,18
"CROM_S_05","SeAt","Cromwell","2022-06-27","45°59.302'","73°59.902'","19:42","Seine","S1","Juliane",0,3
"ECHO_N_01","AmRu","Echo","2022-07-19","45°53.625'","74°01.573'","18:04","Minnow_trap","N1","Lea",0,1
"ECHO_N_01","EsMa","Echo","2022-07-19","45°53.625'","74°01.573'","18:04","Minnow_trap","N1","Lea",0,1
"ECHO_N_01","LeGi","Echo","2022-07-19","45°53.625'","74°01.573'","18:04","Minnow_trap","N1","Lea",3,5
"ECHO_N_02","LeGi","Echo","2022-07-19","45°53.565'","74°01.498'","16:26","Minnow_trap","N2","Lea",1,1
"ECHO_N_03",NA,"Echo","2022-07-19","45°52.950'","74°00.858'","16:48","Minnow_trap","N3",NA,0,0
"ECHO_N_04","LeGi","Echo","2022-07-19","45°53.637'","74°01.934'","17:51","Minnow_trap","N4","Lea",2,3
"ECHO_N_05",NA,"Echo","2022-07-19","45°52.733'","74°01.062'","16:59","Minnow_trap","N5",NA,0,0
"ECHO_N_06","AmRu","Echo","2022-07-19","45°52.853'","74°01.010'","16:56","Minnow_trap","N6","Lea",0,2
"ECHO_N_07","AmRu","Echo","2022-07-19","45°53.738'","74°01.764'","16:57","Minnow_trap","N7","Lea",0,1
"ECHO_N_07","LeGi","Echo","2022-07-19","45°53.738'","74°01.764'","16:57","Minnow_trap","N7","Lea",2,4
"ECHO_N_09","LeGi","Echo","2022-07-19","45°53.307'","74°01.829'","17:33","Minnow_trap","N9","Lea",2,2
"ECHO_N_11","LeGi","Echo","2022-07-19","45°53.491'","74°01.929'","17:44","Minnow_trap","N11","Lea",1,1
"ECHO_N_11","PeFl","Echo","2022-07-19","45°53.491'","74°01.929'","17:44","Minnow_trap","N11","Lea",1,1
"ECHO_N_12","LeGi","Echo","2022-07-19","45°52.962'","74°01.608'","17:23","Minnow_trap","N12","Lea",0,3
"ECHO_N_13","LeGi","Echo","2022-07-19","45°53.429'","74°01.939'","17:40","Minnow_trap","N13","Lea",8,14
"ECHO_N_14",NA,"Echo","2022-07-19","45°53.025'","74°01.609'","17:24","Minnow_trap","N14",NA,0,0
"ECHO_N_15","AmRu","Echo","2022-07-19","45°53.514'","74°01.963'","17:47","Minnow_trap","N15","Lea",0,2
"ECHO_N_16","LeGi","Echo","2022-07-19","45°52.836'","74°01.670'","17:16","Minnow_trap","N16","Lea",9,9
"ECHO_N_16","PeFl","Echo","2022-07-19","45°52.836'","74°01.670'","17:16","Minnow_trap","N16","Lea",1,1
"ECHO_N_17",NA,"Echo","2022-07-19","45°53.249'","74°00.984'","16:38","Minnow_trap","N17",NA,0,0
"ECHO_S_01","MiDo","Echo","2022-07-19","45°53.447'","74°01.606'","14:00","Seine","S1","Lea",0,2
"ECHO_S_01","PiNo","Echo","2022-07-19","45°53.447'","74°01.606'","14:00","Seine","S1","Lea",0,2
"ECHO_S_02","LeGi","Echo","2022-07-19","45°53.325'","74°01.656'","14:23","Seine","S1","Juliane",2,2
"ECHO_S_02","PiNo","Echo","2022-07-19","45°53.325'","74°01.656'","14:23","Seine","S1","Juliane",1,8
"ECHO_S_03","LeGi","Echo","2022-07-19","45°52.904'","74°01.515'","15:10","Seine","S1","Lea",13,13
"ECHO_S_03","PeFl","Echo","2022-07-19","45°52.904'","74°01.515'","15:10","Seine","S1","Lea",4,4
"ECHO_S_03","PiNo","Echo","2022-07-19","45°52.904'","74°01.515'","15:10","Seine","S1","Lea",3,115
"ECHO_S_04","LeGi","Echo","2022-07-19","45°53.110'","74°01.090'","15:53","Seine","S1","Lea",17,17
"ECHO_S_04","PeFl","Echo","2022-07-19","45°53.110'","74°01.090'","15:53","Seine","S1","Lea",1,1
"ECHO_S_04","PiNo","Echo","2022-07-19","45°53.110'","74°01.090'","15:53","Seine","S1","Lea",0,7
"ECHO_S_05","CaCo","Echo","2022-07-19","45°53.675'","74°01.608'","18:50","Seine","S1","Charles",0,1
"ECHO_S_05","LeGi","Echo","2022-07-19","45°53.675'","74°01.608'","18:50","Seine","S1","Charles",15,31
"ECHO_S_05","PiNo","Echo","2022-07-19","45°53.675'","74°01.608'","18:50","Seine","S1","Charles",1,195
"ECHO_S_05","UmLi","Echo","2022-07-19","45°53.675'","74°01.608'","18:50","Seine","S1","Charles",0,1
"ECHO_S_06","AmRu","Echo","2022-07-19","45°53.624'","74°01.574'","19:30","Seine","S1","Charles",2,4
"ECHO_S_06","LeGi","Echo","2022-07-19","45°53.624'","74°01.574'","19:30","Seine","S1","Charles",22,31
"ECHO_S_06","PeFl","Echo","2022-07-19","45°53.624'","74°01.574'","19:30","Seine","S1","Charles",1,1
"ECHO_S_06","PiNo","Echo","2022-07-19","45°53.624'","74°01.574'","19:30","Seine","S1","Charles",0,10
"ECHO_S_07","LeGi","Echo","2022-07-19","45°53.627'","74°01.574'","19:47","Seine","S1","Juliane",10,12
"ECHO_S_07","PeFl","Echo","2022-07-19","45°53.627'","74°01.574'","19:47","Seine","S1","Juliane",3,4
"ECHO_S_07","PiNo","Echo","2022-07-19","45°53.627'","74°01.574'","19:47","Seine","S1","Juliane",1,3
"FOUR_N_01",NA,"Fournelle","2022-07-14","45°54.833'","74°02.553'","16:33","Minnow_trap","N1",NA,0,0
"FOUR_N_02",NA,"Fournelle","2022-07-14","45°54.754'","74°02.216'","16:21","Minnow_trap","N2",NA,0,0
"FOUR_N_03",NA,"Fournelle","2022-07-14","45°54.854'","74°02.287'","16:13","Minnow_trap","N3",NA,0,0
"FOUR_N_04","MiDo","Fournelle","2022-07-14","45°54.780'","74°02.307'","16:24","Minnow_trap","N4","Juliane",0,2
"FOUR_N_05","LeGi","Fournelle","2022-07-14","45°54.954'","74°02.562'","16:46","Minnow_trap","N5","Juliane",1,1
"FOUR_N_06","LeGi","Fournelle","2022-07-14","45°54.922'","74°02.587'","16:45","Minnow_trap","N6","Juliane",4,4
"FOUR_N_07",NA,"Fournelle","2022-07-14","45°54.863'","74°02.752'","16:40","Minnow_trap","N7",NA,0,0
"FOUR_N_09","LeGi","Fournelle","2022-07-14","45°54.910'","74°02.308'","16:53","Minnow_trap","N9","Juliane",1,1
"FOUR_N_11",NA,"Fournelle","2022-07-14","45°54.831'","74°02.399'","16:28","Minnow_trap","N11",NA,0,0
"FOUR_N_12","MiDo","Fournelle","2022-07-14","45°54.779'","74°02.166'","16:19","Minnow_trap","N12","Juliane",0,3
"FOUR_N_13",NA,"Fournelle","2022-07-14","45°54.942'","74°02.428'","16:50","Minnow_trap","N13",NA,0,0
"FOUR_N_14","LeGi","Fournelle","2022-07-14","45°54.941'","74°02.366'","16:31","Minnow_trap","N14","Juliane",1,1
"FOUR_N_15",NA,"Fournelle","2022-07-14","45°54.901'","74°02.698'","16:43","Minnow_trap","N15",NA,0,0
"FOUR_N_16",NA,"Fournelle","2022-07-14","45°54.811'","74°02.263'","16:15","Minnow_trap","N16",NA,0,0
"FOUR_N_17",NA,"Fournelle","2022-07-14","45°54.794'","74°02.346'","16:25","Minnow_trap","N17",NA,0,0
"FOUR_S_01","LeGi","Fournelle","2022-07-14","45°54.901'","74°02.295'","13:55","Seine","S1","Juliane",6,6
"FOUR_S_02","LeGi","Fournelle","2022-07-14","45°54.782'","74°02.658'","14:58","Seine","S1","Charles",4,4
"FOUR_S_03","LeGi","Fournelle","2022-07-14","45°54.777'","74°02.657'","15:10","Seine","S1","Charles",1,1
"FOUR_S_04","LeGi","Fournelle","2022-07-14","45°54.882'","74°02.292'","16:05","Seine","S1","Juliane",21,23
"FOUR_S_04","MiDo","Fournelle","2022-07-14","45°54.882'","74°02.292'","16:05","Seine","S1","Juliane",0,1
"FOUR_S_04","SeAt","Fournelle","2022-07-14","45°54.882'","74°02.292'","16:05","Seine","S1","Juliane",1,1
"FOUR_S_05","AmRu","Fournelle","2022-07-14","45°54.876'","74°02.293'","17:00","Seine","S1","Charles",2,2
"FOUR_S_05","LeGi","Fournelle","2022-07-14","45°54.876'","74°02.293'","17:00","Seine","S1","Charles",18,19
"FOUR_S_05","MiDo","Fournelle","2022-07-14","45°54.876'","74°02.293'","17:00","Seine","S1","Charles",1,8
"MONT_N_01",NA,"Montaubois","2022-07-04","45°55.337'","74°04.454'","16:35","Minnow_trap","N1",NA,0,0
"MONT_N_02",NA,"Montaubois","2022-07-04","45°55.164'","74°04.467'","16:41","Minnow_trap","N2",NA,0,0
"MONT_N_03",NA,"Montaubois","2022-07-04","45°55.171'","74°04.553'","16:39","Minnow_trap","N3",NA,0,0
"MONT_N_04",NA,"Montaubois","2022-07-04","45°55.409'","74°04.285'","16:29","Minnow_trap","N4",NA,0,0
"MONT_N_05","PeFl","Montaubois","2022-07-04","45°55.229'","74°04.547'","16:37","Minnow_trap","N5","Juliane",3,3
"MONT_N_06","PeFl","Montaubois","2022-07-04","45°55.281'","74°04.533'","16:35","Minnow_trap","N6","Juliane",2,4
"MONT_N_07","AmNe","Montaubois","2022-07-04","45°55.293'","74°04.308'","16:18","Minnow_trap","N7","Juliane",0,2
"MONT_N_07","PeFl","Montaubois","2022-07-04","45°55.293'","74°04.308'","16:18","Minnow_trap","N7","Juliane",4,5
"MONT_N_09","PeFl","Montaubois","2022-07-04","45°55.390'","74°04.419'","16:33","Minnow_trap","N9","Juliane",4,6
"MONT_N_11","PeFl","Montaubois","2022-07-04","45°55.261'","74°04.369'","16:17","Minnow_trap","N11","Juliane",1,2
"MONT_N_12",NA,"Montaubois","2022-07-04","45°55.323'","74°04.230'","16:20","Minnow_trap","N12",NA,0,0
"MONT_N_13",NA,"Montaubois","2022-07-04","45°55.359'","74°04.113'","16:21","Minnow_trap","N13",NA,0,0
"MONT_N_14",NA,"Montaubois","2022-07-04","45°55.427'","74°04.091'","16:25","Minnow_trap","N14",NA,0,0
"MONT_N_15","PeFl","Montaubois","2022-07-04","45°55.231'","74°04.405'","16:52","Minnow_trap","N15","Juliane",2,4
"MONT_N_16","PeFl","Montaubois","2022-07-04","45°55.432'","74°04.157'","16:26","Minnow_trap","N16","Juliane",5,6
"MONT_N_17","PeFl","Montaubois","2022-07-04","45°55.377'","74°04.030'","16:23","Minnow_trap","N17","Juliane",4,4
"MONT_S_01","PeFl","Montaubois","2022-07-04","45°55.345'","74°04.462'","14:50","Seine","S1","Juliane",0,1
"MONT_S_02","PeFl","Montaubois","2022-07-04","45°55.347'","74°04.462'","15:05","Seine","S1","Charles",1,3
"MONT_S_03","PeFl","Montaubois","2022-07-04","45°55.383'","74°04.444'","15:20","Seine","S1","Juliane",10,17
"MONT_S_03","SeAt","Montaubois","2022-07-04","45°55.383'","74°04.444'","15:20","Seine","S1","Juliane",1,1
"MONT_S_04","PeFl","Montaubois","2022-07-04","45°55.378'","74°04.453'","15:50","Seine","S1","Juliane",7,11
"MONT_S_04","SeAt","Montaubois","2022-07-04","45°55.378'","74°04.453'","15:50","Seine","S1","Juliane",2,2
"MONT_S_05",NA,"Montaubois","2022-07-04","45°55.365'","74°04.073'","17:28","Seine","S1",NA,0,0
"MORE_N_01","LeGi","Morency","2022-07-11","45°55.782'","74°01.786'","17:05","Minnow_trap","N1","Charles",4,6
"MORE_N_02","LeGi","Morency","2022-07-11","45°55.718'","74°02.038'","16:20","Minnow_trap","N2","Charles",5,5
"MORE_N_03","LeGi","Morency","2022-07-11","45°55.872'","74°01.979'","16:45","Minnow_trap","N3","Charles",2,2
"MORE_N_04","LeGi","Morency","2022-07-11","45°55.790'","74°01.692'","17:00","Minnow_trap","N4","Charles",3,3
"MORE_N_05","LeGi","Morency","2022-07-11","45°55.677'","74°02.039'","16:26","Minnow_trap","N5","Charles",7,8
"MORE_N_06","LeGi","Morency","2022-07-11","45°55.873'","74°01.916'","16:47","Minnow_trap","N6","Charles",18,18
"MORE_N_07","LeGi","Morency","2022-07-11","45°55.778'","74°01.727'","17:03","Minnow_trap","N7","Charles",18,18
"MORE_N_09","LeGi","Morency","2022-07-11","45°55.728'","74°02.188'","16:40","Minnow_trap","N9","Charles",5,5
"MORE_N_11","LeGi","Morency","2022-07-11","45°55.533'","74°02.150'","16:30","Minnow_trap","N11","Charles",13,14
"MORE_N_12","LeGi","Morency","2022-07-11","45°55.830'","74°01.840'","16:51","Minnow_trap","N12","Charles",4,4
"MORE_N_13","LeGi","Morency","2022-07-11","45°55.818'","74°01.650'","16:56","Minnow_trap","N13","Charles",14,14
"MORE_N_14","LeGi","Morency","2022-07-11","45°55.693'","74°02.333'","16:38","Minnow_trap","N14","Charles",2,4
"MORE_N_15","LeGi","Morency","2022-07-11","45°55.821'","74°02.043'","16:42","Minnow_trap","N15","Charles",1,1
"MORE_N_16","LeGi","Morency","2022-07-11","45°55.753'","74°01.939'","16:10","Minnow_trap","N16","Charles",1,1
"MORE_N_17","LeGi","Morency","2022-07-11","45°55.757'","74°01.880'","16:10","Minnow_trap","N17","Charles",1,1
"MORE_S_01","LeGi","Morency","2022-07-11","45°55.757'","74°01.880'","13:35","Seine","S1","Juliane",16,18
"MORE_S_01","MiDo","Morency","2022-07-11","45°55.757'","74°01.880'","13:35","Seine","S1","Juliane",1,7
"MORE_S_02","LeGi","Morency","2022-07-11","45°55.833'","74°01.839'","14:15","Seine","S1","Lea",5,5
"MORE_S_02","MiDo","Morency","2022-07-11","45°55.833'","74°01.839'","14:15","Seine","S1","Lea",0,4
"MORE_S_03","LeGi","Morency","2022-07-11","45°55.855'","74°01.886'","14:45","Seine","S1","Lea",8,11
"MORE_S_04","LeGi","Morency","2022-07-11","45°55.848'","74°02.018'","15:10","Seine","S1","Juliane",13,15
"MORE_S_05","LeGi","Morency","2022-07-11","45°55.658'","74°02.048'","15:40","Seine","S1","Lea",7,8
"MORE_S_06","LeGi","Morency","2022-07-11","45°55.757'","74°01.880'","15:10","Seine","S1","Juliane",1,4
"MORE_S_06","MiDo","Morency","2022-07-11","45°55.757'","74°01.880'","15:10","Seine","S1","Juliane",0,2
"MORE_S_06","RhAt","Morency","2022-07-11","45°55.757'","74°01.880'","15:10","Seine","S1","Juliane",0,5
"PINR_N_01",NA,"Pin_rouge","2022-07-08","45°57.713'","74°02.495'","15:54","Minnow_trap","N1",NA,0,0
"PINR_N_02",NA,"Pin_rouge","2022-07-08","45°57.608'","74°02.632'","15:43","Minnow_trap","N2",NA,0,0
"PINR_N_03","LeGi","Pin_rouge","2022-07-08","45°57.534'","74°02.495'","16:13","Minnow_trap","N3","Juliane",1,1
"PINR_N_04",NA,"Pin_rouge","2022-07-08","45°57.497'","74°02.606'","15:35","Minnow_trap","N4",NA,0,0
"PINR_N_05",NA,"Pin_rouge","2022-07-08","45°57.630'","74°02.557'","15:50","Minnow_trap","N5",NA,0,0
"PINR_N_06","AmRu","Pin_rouge","2022-07-08","45°57.608'","74°02.585'","15:48","Minnow_trap","N6","Juliane",1,1
"PINR_N_06","LeGi","Pin_rouge","2022-07-08","45°57.608'","74°02.585'","15:48","Minnow_trap","N6","Juliane",2,2
"PINR_N_07",NA,"Pin_rouge","2022-07-08","45°57.775'","74°02.324'","16:00","Minnow_trap","N7",NA,0,0
"PINR_N_09","AmRu","Pin_rouge","2022-07-08","45°57.671'","74°02.523'","15:52","Minnow_trap","N9","Juliane",1,1
"PINR_N_09","LeGi","Pin_rouge","2022-07-08","45°57.671'","74°02.523'","15:52","Minnow_trap","N9","Juliane",1,1
"PINR_N_11","LeGi","Pin_rouge","2022-07-08","45°57.553'","74°02.647'","15:40","Minnow_trap","N11","Juliane",2,3
"PINR_N_12",NA,"Pin_rouge","2022-07-08","45°57.495'","74°02.550'","15:33","Minnow_trap","N12",NA,0,0
"PINR_N_13",NA,"Pin_rouge","2022-07-08","45°57.610'","74°02.408'","16:07","Minnow_trap","N13",NA,0,0
"PINR_N_14","LeGi","Pin_rouge","2022-07-08","45°57.786'","74°02.415'","15:57","Minnow_trap","N14","Juliane",3,4
"PINR_N_15",NA,"Pin_rouge","2022-07-08","45°57.554'","74°02.692'","15:42","Minnow_trap","N15",NA,0,0
"PINR_N_16","LeGi","Pin_rouge","2022-07-08","45°57.602'","74°02.450'","16:11","Minnow_trap","N16","Juliane",13,15
"PINR_N_16","PeFl","Pin_rouge","2022-07-08","45°57.602'","74°02.450'","16:11","Minnow_trap","N16","Juliane",1,1
"PINR_N_17","LeGi","Pin_rouge","2022-07-08","45°57.746'","74°02.459'","15:56","Minnow_trap","N17","Juliane",2,2
"PINR_S_01","LeGi","Pin_rouge","2022-07-08","45°57.519'","74°02.501'","13:30","Seine","S1","Juliane",5,5
"PINR_S_02","LeGi","Pin_rouge","2022-07-08","45°57.545'","74°02.495'","13:45","Seine","S1","Juliane",1,1
"PINR_S_03","AmRu","Pin_rouge","2022-07-08","45°57.608'","74°02.419'","14:00","Seine","S1","Juliane",1,1
"PINR_S_03","LeGi","Pin_rouge","2022-07-08","45°57.608'","74°02.419'","14:00","Seine","S1","Juliane",1,1
"PINR_S_04","LeGi","Pin_rouge","2022-07-08","45°57.480'","74°02.572'","15:00","Seine","S1","Charles",8,10
"PINR_S_04","MiDo","Pin_rouge","2022-07-08","45°57.480'","74°02.572'","15:00","Seine","S1","Charles",0,2
"PINR_S_05","LeGi","Pin_rouge","2022-07-08","45°57.495'","74°02.517'","15:20","Seine","S1","Charles",6,6
"STON_N_01",NA,"St-Onge","2022-06-20","45°54.910'","73°57.744'","16:03","Minnow_trap","N1",NA,0,0
"STON_N_02",NA,"St-Onge","2022-06-20","45°54.836'","73°57.766'","16:10","Minnow_trap","N2",NA,0,0
"STON_N_03",NA,"St-Onge","2022-06-20","45°54.920'","73°57.693'","16:18","Minnow_trap","N3",NA,0,0
"STON_N_04","PeFl","St-Onge","2022-06-20","45°54.920'","73°57.719'","16:00","Minnow_trap","N4","Lea",0,2
"STON_N_05",NA,"St-Onge","2022-06-20","45°54.922'","73°57.699'","16:18","Minnow_trap","N5",NA,0,0
"STON_N_06","PeFl","St-Onge","2022-06-20","45°54.918'","73°57.729'","16:02","Minnow_trap","N6","Lea",0,2
"STON_N_07",NA,"St-Onge","2022-06-20","45°54.828'","73°57.740'","16:11","Minnow_trap","N7",NA,0,0
"STON_N_08","AmNe","St-Onge","2022-06-20","45°54.913'","73°57.735'","16:03","Minnow_trap","N8","Lea",0,1
"STON_N_08","PeFl","St-Onge","2022-06-20","45°54.913'","73°57.735'","16:03","Minnow_trap","N8","Lea",0,3
"STON_N_09","PeFl","St-Onge","2022-06-20","45°54.921'","73°57.697'","16:08","Minnow_trap","N9","Lea",0,1
"STON_N_10","AmNe","St-Onge","2022-06-20","45°54.904'","73°57.751'","16:04","Minnow_trap","N10","Lea",0,1
"STON_N_11","PeFl","St-Onge","2022-06-20","45°54.840'","73°57.769'","16:09","Minnow_trap","N11","Lea",0,5
"STON_N_12",NA,"St-Onge","2022-06-20","45°54.908'","73°57.688'","16:21","Minnow_trap","N12",NA,0,0
"STON_N_13",NA,"St-Onge","2022-06-20","45°54.911'","73°57.690'","16:20","Minnow_trap","N13",NA,0,0
"STON_N_14",NA,"St-Onge","2022-06-20","45°54.843'","73°57.773'","16:08","Minnow_trap","N14",NA,0,0
"STON_N_15","PeFl","St-Onge","2022-06-20","45°54.924'","73°57.715'","16:00","Minnow_trap","N15","Lea",0,1
"STON_S_01","AmNe","St-Onge","2022-06-20","45°54.925'","73°57.699'","15:10","Seine","S1","Charles",0,1
"STON_S_01","PeFl","St-Onge","2022-06-20","45°54.925'","73°57.699'","15:10","Seine","S1","Charles",0,14
"STON_S_02","AmNe","St-Onge","2022-06-20","45°54.917'","73°57.690'","15:50","Seine","S1","Charles",0,1
"STON_S_02","PeFl","St-Onge","2022-06-20","45°54.917'","73°57.690'","15:50","Seine","S1","Charles",0,8
"STON_S_03","PeFl","St-Onge","2022-06-20","45°54.830'","73°57.735'","16:40","Seine","S1","Charles",0,4
"STON_S_04","PeFl","St-Onge","2022-06-20","45°54.830'","73°57.742'","16:57","Seine","S1","Lea",0,12
"TRAC_N_01",NA,"Tracy","2022-07-06","45°55.662'","74°03.862'","16:40","Minnow_trap","N1",NA,0,0
"TRAC_N_02",NA,"Tracy","2022-07-06","45°55.578'","74°04.076'","16:29","Minnow_trap","N2",NA,0,0
"TRAC_N_03",NA,"Tracy","2022-07-06","45°55.579'","74°03.902'","16:29","Minnow_trap","N3",NA,0,0
"TRAC_N_04",NA,"Tracy","2022-07-06","45°55.514'","74°04.086'","16:24","Minnow_trap","N4",NA,0,0
"TRAC_N_05",NA,"Tracy","2022-07-06","45°55.657'","74°04.029'","16:33","Minnow_trap","N5",NA,0,0
"TRAC_N_06","PeFl","Tracy","2022-07-06","45°55.545'","74°04.112'","16:25","Minnow_trap","N6","Juliane",0,1
"TRAC_N_07",NA,"Tracy","2022-07-06","45°55.544'","74°04.006'","16:19","Minnow_trap","N7",NA,0,0
"TRAC_N_09",NA,"Tracy","2022-07-06","45°55.613'","74°04.055'","16:31","Minnow_trap","N9",NA,0,0
"TRAC_N_11",NA,"Tracy","2022-07-06","45°55.658'","74°03.837'","16:38","Minnow_trap","N11",NA,0,0
"TRAC_N_12",NA,"Tracy","2022-07-06","45°55.662'","74°03.862'","16:15","Minnow_trap","N12",NA,0,0
"TRAC_N_13",NA,"Tracy","2022-07-06","45°55.520'","74°04.057'","16:22","Minnow_trap","N13",NA,0,0
"TRAC_N_14",NA,"Tracy","2022-07-06","45°55.567'","74°03.937'","16:18","Minnow_trap","N14",NA,0,0
"TRAC_N_15",NA,"Tracy","2022-07-06","45°55.699'","74°03.898'","16:37","Minnow_trap","N15",NA,0,0
"TRAC_N_16",NA,"Tracy","2022-07-06","45°55.579'","74°03.902'","16:15","Minnow_trap","N16",NA,0,0
"TRAC_N_17",NA,"Tracy","2022-07-06","45°55.686'","74°03.983'","16:36","Minnow_trap","N17",NA,0,0
"TRAC_S_01",NA,"Tracy","2022-07-06","45°55.513'","74°04.089'","13:45","Seine","S1",NA,0,0
"TRAC_S_02",NA,"Tracy","2022-07-06","45°55.603'","74°04.059'","14:00","Seine","S1",NA,0,0
"TRAC_S_03",NA,"Tracy","2022-07-06","45°55.690'","74°03.981'","14:25","Seine","S1",NA,0,0
"TRAC_S_04",NA,"Tracy","2022-07-06","45°55.702'","74°03.833'","15:35","Seine","S1",NA,0,0
"TRIT_N_01",NA,"Triton","2022-06-29","45°59.270'","74°00.529'","16:05","Minnow_trap","N1",NA,0,0
"TRIT_N_02","LeGi","Triton","2022-06-29","45°59.272'","74°00.409'","16:15","Minnow_trap","N2","Lea",0,4
"TRIT_N_03",NA,"Triton","2022-06-29","45°59.233'","74°00.524'","16:09","Minnow_trap","N3",NA,0,0
"TRIT_N_04","Chrosomus sp.","Triton","2022-06-29","45°59.294'","74°00.424'","16:00","Minnow_trap","N4","Lea",0,3
"TRIT_N_04","LeGi","Triton","2022-06-29","45°59.294'","74°00.424'","16:00","Minnow_trap","N4","Lea",0,12
"TRIT_N_05","LeGi","Triton","2022-06-29","45°59.222'","74°00.550'","16:08","Minnow_trap","N5","Lea",0,4
"TRIT_N_06","LeGi","Triton","2022-06-29","45°59.300'","74°00.469'","16:02","Minnow_trap","N6","Lea",0,9
"TRIT_N_07","LeGi","Triton","2022-06-29","45°59.285'","74°00.507'","16:04","Minnow_trap","N7","Lea",0,13
"TRIT_N_09","LeGi","Triton","2022-06-29","45°59.289'","74°00.435'","16:01","Minnow_trap","N9","Lea",0,23
"TRIT_N_11","LeGi","Triton","2022-06-29","45°59.245'","74°00.474'","16:12","Minnow_trap","N11","Lea",0,6
"TRIT_N_12",NA,"Triton","2022-06-29","45°59.262'","74°00.427'","16:14","Minnow_trap","N12",NA,0,0
"TRIT_N_13","Chrosomus sp.","Triton","2022-06-29","45°59.243'","74°00.551'","16:06","Minnow_trap","N13","Lea",0,8
"TRIT_N_13","LeGi","Triton","2022-06-29","45°59.243'","74°00.551'","16:06","Minnow_trap","N13","Lea",0,6
"TRIT_N_14","LeGi","Triton","2022-06-29","45°59.291'","74°00.452'","16:01","Minnow_trap","N14","Lea",0,4
"TRIT_N_15","LeGi","Triton","2022-06-29","45°59.239'","74°00.509'","16:10","Minnow_trap","N15","Lea",0,8
"TRIT_N_16","LeGi","Triton","2022-06-29","45°59.298'","74°00.375'","16:17","Minnow_trap","N16","Lea",0,2
"TRIT_N_17","LeGi","Triton","2022-06-29","45°59.227'","74°00.557'","16:07","Minnow_trap","N17","Lea",0,2
"TRIT_S_01","LeGi","Triton","2022-06-29","45°59.297'","74°00.377'","10:55","Seine","S1","Juliane",0,28
"TRIT_S_02","LeGi","Triton","2022-06-29","45°59.299'","74°00.407'","11:20","Seine","S1","Charles",0,10
"TRIT_S_03","LeGi","Triton","2022-06-29","45°59.289'","74°00.437'","11:35","Seine","S1","Lea",0,3
"TRIT_S_04","Chrosomus sp.","Triton","2022-06-29","45°59.258'","74°00.431'","13:45","Seine","S1","Lea",0,3
"TRIT_S_04","LeGi","Triton","2022-06-29","45°59.258'","74°00.431'","13:45","Seine","S1","Lea",0,17
